Data	Time	River Level	Unnamed: 3	R/W FLOW	R/W NTU	R/W CLR	Unnamed: 7	FILT. NTU	C/W WELL LEVEL	Unnamed: 10	NTU	CLR	Unnamed: 13	T/W FLOW	Unnamed: 15
2025-05-03	1100	6.18		48.2	109	925		0.07	3.8		0.24	5		42.8	
2025-05-03	1300	6.18		48.0	95	896		0.07	3.8		0.24	5		42.9	
2025-05-03	1500	5.94		48.2	74	843		0.07	3.82		0.23	5		44.3	
2025-05-03	1700	5.71		47.8	53	635		0.09	3.83		0.23	5		44.4	
2025-05-03	1900	5.53		47.6	52	619		0.03	3.68		0.24	5		44.3	
2025-05-03	2100	5.38		48.9	48	551		0.03	3.77		0.23	5		44.3	
2025-05-03	2300	5.25		48.5	43	502		0.04	3.78		0.22	5		44.3	
2025-05-03	100	5.12		47.3	40	424		0.04	3.78		0.2	5		44.3	
2025-05-03	300	4.92		47.0	39	374		0.03	3.78		0.2	5		44.3	
2025-05-03	500	4.84		46.8	37	303		0.03	3.78		0.2	5		44.3	
2025-05-04	700	4.74		47.5	38	305		0.03	3.81		0.2	5		44.5	
2025-05-04	900	4.72		47.3	40	316		0.04	3.8		0.2	5		44.8	
2025-05-04	1100	4.46		47.3	40	316		0.04	3.8		0.2	5		44.8	
2025-05-04	1300	4.43		47.3	40	316		0.04	3.8		0.22	5		44.6	
2025-05-04	1500	4.83		46.4	36	315		0.04	3.82		0.22	5		44.9	
2025-05-04	1700	4.87		45.6	44	380		0.04	3.58		0.25	5		44.8	
2025-05-04	1900	4.82		47.3	41	365		0.03	3.62		0.22	5		44.7	
2025-05-04	2100	4.72		47.7	43	371		0.03	3.65		0.22	5		44.9	
2025-05-04	2300	4.86		47.5	38	305		0.04	3.68		0.22	5		44.9	
2025-05-04	100	4.92		47.0	47	355		0.04	3.68		0.22	5		44.8	
2025-05-04	300	5.12		46.3	50	412		0.04	3.65		0.22	5		44.6	
2025-05-04	500	5.49		48.0	72	514		0.04	3.63		0.21	5		44.6	
2025-05-05	700	5.28		47.2	107	920		0.04	3.69		0.21	5		44.8	
2025-05-05	900	5.13		47.3	90	890		0.04	3.73		0.21	5		45.6	
2025-05-05	1100	4.94		48.0	68	720		0.03	3.47		0.21	5		44.7	
2025-05-05	1300	4.81		48.1	61	689		0.04	3.54		0.23	5		44.7	
2025-05-05	1500	4.77		47.5	55	520		0.04	3.57		0.22	5		44.7	
2025-05-05	1700	4.72		47.8	50	486		0.04	3.69		0.23	5		44.5	
2025-05-05	1900	4.68		47.6	43	422		0.03	3.73		0.23	5		44.8	
2025-05-05	2100	4.62		47.2	36	365		0.03	3.73		0.23	5		44.8	
2025-05-05	2300	4.46		46.4	37	365		0.05	3.68		0.23	5		43.1	
2025-05-05	100	4.58		46.4	46	450		0.05	3.59		0.22	5		43.1	
2025-05-05	300	4.64		45.2	47	450		0.05	3.56		0.22	5		43.0	
2025-05-05	500	4.67		45.2	48	450		0.05	3.44		0.22	5		43.0	
2025-05-06	700	4.87		47.9	44	390		0.04	3.4		0.21	5		44.6	
2025-05-06	900	4.81		49.2	33	365		0.05	3.47		0.22	5		44.6	
2025-05-06	1100	4.7		47.6	32	353		0.04	3.64		0.22	5		45.0	
2025-05-06	1300	4.6		46.9	38	359		0.05	3.39		0.25	5		44.8	
2025-05-06	1500	4.55		47.5	36	342		0.05	3.45		0.25	5		44.9	
2025-05-06	1700	4.58		47.8	43	390		0.04	3.28		0.24	5		44.9	
2025-05-06	1900	4.57		47.2	41	371		0.04	3.56		0.24	5		44.9	
2025-05-06	2100	4.54		47.5	40	356		0.04	3.28		0.24	5		44.9	
2025-05-06	2300	4.34		48.6	44	390		0.05	3.27		0.25	5		43.0	
2025-05-06	100	4.54		48.6	44	390		0.05	3.4		0.23	5		43.0	
2025-05-06	300	4.57		46.9	26	250		0.05	3.44		0.23	5		43.1	
2025-05-06	500	4.6		46.9	26	250		0.05	3.47		0.23	5		43.1	
2025-05-07	700	4.79		47.8	24	250		0.05	3.56		0.23	5		44.9	 
2025-05-07	900	4.75		47.7	24	250		0.04	3.59		0.23	5		45.0	
2025-05-07	1100	4.71		47.1	26	290		0.04	3.47		0.23	5		44.9	
2025-05-07	1300	4.67		51.8	29	315		0.03	3.3		0.25	5		44.6	
2025-05-07	1500	4.65		49.3	27	291		0.05	3.36		0.25	5		44.6	
2025-05-07	1700	4.58		48.0	30	304		0.04	3.5		0.25	5		44.8	
2025-05-07	1900	4.85		47.2	34	324		0.04	3.61		0.25	5		44.8	
2025-05-07	2100	4.61		47.2	27	290		0.04	3.42		0.25	5		45.0	
2025-05-07	2300	4.36		48.9	29	300		0.04	3.5		0.25	5		43.3	
2025-05-07	100	4.32		46.4	29	290		0.03	3.56		0.24	5		43.2	
2025-05-07	300	4.3		46.5	29	290		0.03	3.57		0.24	5		43.2	
2025-05-07	500	4.26		46.5	29	290		0.03	3.58		0.24	5		43.2	
2025-05-08	700	4.36		48.0	27	291		0.04	3.52		0.23	5		44.2	
2025-05-08	900	4.31		47.6	23	250		0.04	3.59		0.23	5		45.2	
2025-05-08	1100	4.21		47.7	23	250		0.03	3.67		0.23	5		45.0	
2025-05-08	1300	4.19		47.5	27	291		0.03	3.48		0.23	5		45.2	
2025-05-08	1500	4.16		47.8	28	294		0.04	3.5		0.26	5		45.4	
2025-05-08	1700	4.07		47.3	28	292		0.04	3.53		0.26	5		45.0	
2025-05-08	1900	4.14		47.3	30	300		0.04	3.46		0.26	5		45.1	
2025-05-08	2100	4.17		47.4	25	238		0.03	3.5		0.25	5		45.0	
2025-05-08	2300	3.97		47.3	27	300		0.04	3.48		0.26	5		43.2	
2025-05-08	100	3.94		47.3	23	250		0.04	3.56		0.25	5		43.3	
2025-05-08	300	3.9		47.0	23	250		0.04	3.66		0.25	5		43.3	
2025-05-08	500	3.88		47.0	23	250		0.04	3.65		0.25	5		43.3	
2025-05-09	700	4.01		48.0	26	255		0.04	3.43		0.24	5		44.5	
2025-05-09	900	4.01		47.9	28	300		0.04	3.46		0.24	5		44.9	
2025-05-09	1100	3.92		47.6	25	255		0.04	3.51		0.24	5		45.2	
2025-05-09	1300	3.89		49.8	25	255		0.04	3.56		0.27	5		44.7	
2025-05-09	1500	3.88		48.4	29	294		0.04	3.52		0.27	5		44.7	
2025-05-09	1700	3.89		47.7	24	220		0.04	3.6		0.27	5		44.7	
2025-05-09	1900	3.92		47.8	22	208		0.03	3.46		0.27	5		44.5	
2025-05-09	2100	3.97		45.5	22	208		0.03	3.46		0.27	5		44.6	
2025-05-09	2300	3.78		46.3	24	220		0.04	3.32		0.27	5		44.8	
2025-05-09	100	3.74		47.3	24	220		0.03	3.34		0.24	5		44.3	
2025-05-09	300	3.75		46.8	25	248		0.03	3.4		0.25	5		44.7	
2025-05-09	500	3.74		47.6	27	284		0.03	3.49		0.25	5		44.6	
2025-05-10	700	3.92		47.7	44	447		0.03	3.43		0.25	5		44.1	
2025-05-10	900	3.95		48.5	29	305		0.03	3.31		0.25	5		44.4	
2025-05-10	1100	3.87		49.1	26	290		0.03	3.34		0.25	5		44.5	
2025-05-10	1300	3.84		47.7	30	329		0.03	3.45		0.27	5		44.7	
2025-05-10	1500	3.82		47.2	31	332		0.03	3.48		0.28	5		44.9	
2025-05-10	1700	3.81		47.4	32	318		0.03	3.46		0.28	5		44.7	
2025-05-10	1900	3.83		47.3	31	332		0.6	3.4		0.7	5		44.8	
2025-05-10	2100	3.96		47.3	30	329		0.68	3.53		0.68	5		44.8	
2025-05-10	2300	3.89		46.3	50	460		0.1	3.55		0.87	5		43.2	
2025-05-10	100	3.9		46.2	42	440		0.1	3.5		0.86	5		43.2	
2025-05-10	300	4.32		44.2	42	440		0.04	3.48		0.27	5		43.0	
2025-05-10	500	4.34		44.2	42	440		0.04	3.46		0.27	5		43.0	
2025-05-11	700	5.13		48.4	51	460		0.04	3.46		0.27	5		44.3	
2025-05-11	900	5.28		47.8	61	573		0.04	3.54		0.26	5		44.3	
2025-05-11	1100	5.2		46.7	116	935		0.04	3.62		0.26	5		44.6	
2025-05-11	1300	5.04		48.4	114	920		0.04	3.63		0.29	5		44.4	
2025-05-11	1500	4.95		48.4	107	900		0.04	3.7		0.29	5		44.4	
2025-05-11	1700	4.7		48.2	69	679		0.04	3.3		0.29	5		44.4	
2025-05-11	1900	4.82		47.4	86	852		0.04	3.81		0.29	5		44.2	
2025-05-11	2100	4.99		47.5	74	760		0.04	3.82		0.29	5		44.4	
2025-05-11	2300	4.99		47.2	58	468		0.04	3.78		0.29	5		44.3	
2025-05-11	100	5.42		47.3	68	680		0.04	3.81		0.29	5		44.2	
2025-05-11	300	6.22		48.4	93	843		0.04	3.8		0.28	5		44.4	
2025-05-11	500	6.34		47.8	76	934		0.04	3.8		0.28	5		44.3	
2025-05-12	700	7.27		47.5	218	1110		0.04	3.53		0.28	5		44.3	
2025-05-12	900	7.48		47.0	194	1054		0.04	3.41		0.28	5		44.7	
2025-05-12	1100	7.59		48.6	152	1021		0.04	3.53		0.29	5		44.5	
2025-05-12	1300	7.54		47.0	112	874		0.04	3.61		0.31	5		44.6	
2025-05-12	1500	7.18		47.2	83	850		0.04	3.69		0.3	5		42.8	
2025-05-12	1700	6.99		49.0	72	740		0.06	3.8		0.39	5		43.0	
2025-05-12	1900	6.74		47.8	88	890		0.05	3.8		0.32	5		42.8	
2025-05-12	2100	6.55		49.0	58	468		0.04	3.82		0.31	5		42.9	
2025-05-12	2300	6.69		49.1	58	475		0.04	3.84		0.3	5		44.2	
2025-05-12	100	6.44		49.0	53	468		0.03	3.83		0.29	5		44.2	
2025-05-12	300	6.22		47.2	46	429		0.03	3.8		0.29	5		44.1	
2025-05-12	500	6.06		47.6	42	421		0.03	3.77		0.29	5		44.1	
2025-05-13	700	5.89		48.0	42	421		0.04	3.46		0.29	5		44.4	
2025-05-13	900	5.84		47.8	68	498		0.04	3.44		0.29	5		44.5	
2025-05-13	1100	5.78		47.6	46	412		0.04	3.57		0.29	5		44.4	
2025-05-13	1300	-		47.7	43	398		0.03	3.78		0.28	5		43.7	
2025-05-13	1500	5.63		49.5	90	890		0.04	3.76		0.36	5		42.8	
2025-05-13	1700	5.56		49.5	68	498		0.04	3.81		0.36	5		42.7	
2025-05-13	1900	5.48		46.6	60	490		0.04	3.78		0.35	5		42.7	
2025-05-13	2100	5.5		46.2	60	490		0.04	3.78		0.34	5		42.7	
2025-05-13	2300	5.57		47.4	54	484		0.03	3.81		0.33	5		43.9	
2025-05-13	100	5.58		47.1	51	470		0.03	3.8		0.33	5		44.0	
2025-05-13	300	5.8		46.9	48	455		0.03	3.79		0.32	5		43.9	
2025-05-13	500	6.01		47.5	45	431		0.04	3.75		0.31	5		43.9	
2025-05-14	700	6.06		46.4	45	431		0.04	3.72		0.31	5		44.2	
2025-05-14	900	6.03		46.6	43	428		0.04	3.72		0.31	5		44.3	
2025-05-14	1100	6.05		47.2	99	972		0.04	3.82		0.31	5		44.2	
2025-05-14	1300	6		47.8	100	980		0.05	3.69		0.36	5		44.0	
2025-05-14	1500	5.88		47.9	84	890		0.07	3.76		0.36	5		42.8	
2025-05-14	1700	5.67		47.0	59	490		0.06	3.79		0.36	5		42.8	
2025-05-14	1900	5.54		47.0	60	490		0.05	3.76		0.36	5		42.7	
2025-05-14	2100	5.51		46.1	88	890		0.04	3.78		0.36	5		42.8	
2025-05-14	2300	5.51		52.4	74	835		0.04	3.69		0.35	5		44.2	
2025-05-14	100	5.45		47.6	72	776		0.04	3.67		0.35	5		44.1	
2025-05-14	300	5.36		46.5	69	741		0.04	3.66		0.35	5		44.2	
2025-05-14	500	5.32		45.8	65	720		0.03	3.55		0.34	5		44.2	
2025-05-15	700	5.25		48.0	77	810		0.03	3.54		0.34	5		44.2	
2025-05-15	900	5.21		48.0	51	478		0.03	3.56		0.34	5		44.0	
2025-05-15	1100	5.26		46.6	56	546		0.03	3.66		0.34	5		44.1	
2025-05-15	1300	5.28		47.0	45	430		0.03	3.82		0.37	5		44.3	
2025-05-15	1500	5.25		47.8	42	390		0.04	3.8		0.36	5		42.8	
2025-05-15	1700	5.06		47.9	68	498		0.04	3.8		0.36	5		43.1	
2025-05-15	1900	4.97		47.7	65	490		0.04	3.8		0.36	5		42.8	
2025-05-15	2100	4.94		47.7	50	485		0.04	3.79		0.36	5		42.8	
2025-05-15	2300	4.96		47.5	47	480		0.04	3.81		0.36	5		44.2	
2025-05-15	100	4.88		47.3	45	465		0.04	3.78		0.36	5		44.4	
2025-05-15	300	4.76		47.1	42	459		0.04	3.73		0.36	5		44.3	
2025-05-15	500	4.68		48.7	41	450		0.04	3.65		0.35	5		44.2	
2025-05-16	700	4.63		48.0	40	450		0.04	3.68		0.35	5		44.2	
2025-05-16	900	4.51		48.0	37	342		0.04	3.78		0.35	5		44.2	
2025-05-16	1100	4.48		47.9	35	340		0.04	3.13		0.35	5		44.2	
2025-05-16	1300	4.54		48.0	46	410		0.03	3.23		0.38	5		43.8	
2025-05-16	1500	4.53		47.3	42	390		0.04	3.36		0.36	5		42.7	
2025-05-16	1700	4.37		48.9	31	320		0.04	3.48		0.36	5		42.8	
2025-05-16	1900	4.32		46.2	32	320		0.04	3.64		0.36	5		43.1	
2025-05-16	2100	4.34		46.6	31	320		0.04	3.65		0.36	5		42.8	
2025-05-16	2300	4.42		46.6	23	284		0.04	3.68		0.38	5		44.4	
2025-05-16	100	4.62		48.1	29	310		0.04	3.45		0.37	5		44.3	
2025-05-16	300	4.83		47.7	31	338		0.04	3.34		0.37	5		44.4	
2025-05-16	500	5.02		46.7	47	515		0.03	3.49		0.36	5		44.4	
2025-05-17	700	5.09		47.0	51	574		0.03	3.36		0.36	5		42.2	
2025-05-17	900	5.09		46.2	154	930		0.04	3.42		0.37	5		42.2	
2025-05-17	1100	4.88		47.0	79	742		0.04	3.47		0.37	5		42.2	
2025-05-17	1300	4.91		47.1	60	700		0.04	3.51		0.36	5		42.5	
2025-05-17	1500	4.88		47.6	47	415		0.04	3.62		0.36	5		43.1	
2025-05-17	1700	4.73		47.3	51	575		0.04	3.71		0.36	5		43.1	
2025-05-17	1900	4.71		48.9	65	750		0.04	3.73		0.36	5		43.1	
2025-05-17	2100	4.79		47.1	64	750		0.04	3.8		0.36	5		43.1	
2025-05-17	2300	4.84		49.0	72	769		0.04	3.49		0.39	5		44.7	
2025-05-17	100	5.11		47.6	86	780		0.04	3.06		0.39	5		44.5	
2025-05-17	300	5.27		47.2	60	549		0.04	3.08		0.39	5		44.4	
2025-05-17	500	5.42		46.7	48	512		0.04	3.2		0.39	5		44.4	
2025-05-18	700	5.42		46.4	65	750		0.05	3.24		0.39	5		44.7	
2025-05-18	900	5.36		45.1	86	781		0.05	2.96		0.41	5		44.3	
2025-05-18	1100	5.26		46.8	86	781		0.04	2.91		0.4	5		44.4	
2025-05-18	1300	5.24		47.5	84	760		0.04	2.99		0.44	5		44.4	
2025-05-18	1500	5.22		46.5	55	542		0.04	3.07		0.43	5		44.3	
2025-05-18	1700	5.02		46.7	43	480		0.04	3.24		0.43	5		44.4	
2025-05-18	1900	5		46.6	40	478		0.04	3.27		0.43	5		44.3	
2025-05-18	2100	5		46.7	35	472		0.04	3.29		0.43	5		44.2	
2025-05-18	2300	4.91		49.0	35	472		0.05	3.46		0.42	5		44.6	
2025-05-18	100	4.92		48.7	35	471		0.04	3.34		0.42	5		44.4	
2025-05-18	300	4.97		48.8	31	450		0.04	3.45		0.42	5		44.5	
2025-05-18	500	5.13		48.2	28	443		0.05	3.74		0.42	5		44.6	
2025-05-19	700	5.23		48.1	29	445		0.04	3.8		0.42	5		43.3	
2025-05-19	900	5.18		48.2	21	200		0.04	3.7		0.42	5		43.1	
2025-05-19	1100	5.05		48.1	29	445		0.04	3.79		0.42	5		43.1	
2025-05-19	1300	4.95		48.4	32	470		0.04	3.79		0.42	5		42.9	
2025-05-19	1500	4.83		47.9	32	468		0.04	3.82		0.43	5		44.4	
2025-05-19	1700	4.72		47.1	31	465		0.03	3.82		0.44	5		44.4	
2025-05-19	1900	4.61		47.2	29	430		0.03	3.82		0.43	5		44.3	
2025-05-19	2100	4.49		47.0	27	398		0.03	3.81		0.43	5		44.3	
2025-05-19	2300	4.46		46.5	26	394		0.03	3.81		0.43	5		44.4	
2025-05-19	100	4.4		47.0	22	274		0.03	3.72		0.41	5		44.1	
2025-05-19	300	4.4		47.0	20	210		0.03	3.78		0.41	5		44.1	
2025-05-19	500	4.41		47.0	15	170		0.03	3.29		0.41	5		44.3	
2025-05-20	700	4.45		45.2	27	400		0.04	3.36		0.42	5		42.9	
2025-05-20	900	4.42		46.0	28	400		0.04	3.31		0.42	5		42.9	
2025-05-20	1100	4.36		46.1	30	420		0.04	3.76		0.46	5		43.1	
2025-05-20	1300	4.3		48.0	30	420		0.04	3.74		0.46	5		43.1	
2025-05-20	1500	4.3		48.0	19	210		0.04	3.81		0.46	5		44.8	
2025-05-20	1700	4.32		47.7	51	570		0.03	3.79		0.44	5		45.0	
2025-05-20	1900	4.27		47.3	38	500		0.03	3.77		0.45	5		45.0	
2025-05-20	2100	4.21		47.2	36	485		0.03	3.76		0.45	5		45.0	
2025-05-20	2300	4.09		48.0	43	497		0.03	3.26		0.44	5		44.5	
2025-05-20	100	4.04		47.5	34	354		0.03	3.34		0.44	5		44.6	
2025-05-20	300	4.02		47.0	29	272		0.03	3.46		0.44	5		44.6	
2025-05-20	500	4.01		47.0	26	241		0.03	3.52		0.44	5		44.6	
2025-05-21	700	4.06		49.7	26	240		0.04	3.37		0.44	5		43.6	
2025-05-21	900	4.03		49.8	27	240		0.04	3.64		0.44	5		43.6	
2025-05-21	1100	4.01		49.1	27	240		0.04	3.79		0.45	5		43.6	
2025-05-21	1300	3.99		48.6	27	240		0.04	3.79		0.45	5		43.3	
2025-05-21	1500	3.13		47.0	27	240		0.04	3.78		0.45	5		45.3	
2025-05-21	1700	3.84		47.9	32	468		0.04	3.56		0.45	5		45.3	
2025-05-21	1900	3.86		47.9	27	240		0.04	3.8		0.47	5		45.2	
2025-05-21	2100	3.84		48.3	26	240		0.03	3.82		0.47	5		45.3	
2025-05-21	2300	3.86		48.1	27	243		0.03	3.81		0.46	5		45.3	
2025-05-21	100	3.82		47.9	25	220		0.03	3.78		0.45	5		45.2	
2025-05-21	300	3.82		47.8	22	191		0.03	3.78		0.45	5		45.2	
2025-05-21	500	3.82		47.6	19	164		0.03	3.48		0.45	5		45.2	
2025-05-22	700	3.89		47.7	26	240		0.04	3.53		0.45	5		43.2	
2025-05-22	900	3.87		48.6	26	240		0.04	3.57		0.45	5		43.3	
2025-05-22	1100	3.86		48.7	20	165		0.04	3.58		0.45	5		43.2	
2025-05-22	1300	3.84		48.6	27	240		0.04	3.8		0.46	5		43.2	
2025-05-22	1500	3.69		47.1	24	238		0.03	3.81		0.48	5		45.4	
2025-05-22	1700	3.77		45.7	23	234		0.03	3.74		0.49	5		45.5	
2025-05-22	1900	3.73		47.9	23	234		0.03	3.72		0.48	5		45.4	
2025-05-22	2100	3.74		49.8	42	415		0.03	3.66		0.49	5		45.4	
2025-05-22	2300	3.74		49.0	53	474		0.03	3.75		0.48	5		45.4	
2025-05-22	100	3.72		49.0	40	394		0.03	3.78		0.48	5		45.4	
2025-05-22	300	3.76		49.0	34	320		0.04	3.78		0.48	5		45.4	
2025-05-22	500	3.78		49.0	24	210		0.04	3.78		0.48	5		45.4	
2025-05-23	700	3.92		49.1	22	230		0.04	3.79		0.48	5		43.4	
2025-05-23	900	3.87		49.8	27	240		0.04	3.8		0.48	5		43.3	
2025-05-23	1100	3.87		49.9	22	230		0.04	3.8		0.48	5		43.4	
2025-05-23	1300	3.86		49.8	22	230		0.04	3.8		0.48	5		43.3	
2025-05-23	1500	3.71		49.7	18	221		0.03	3.83		0.51	5		45.2	
2025-05-23	1700	3.75		49.8	17	219		0.03	3.83		0.52	5		45.4	
2025-05-23	1900	3.82		52.3	36	345		0.03	3.69		0.51	5		44.9	
2025-05-23	2100	3.77		50.3	19	230		0.03	3.83		0.51	5		44.9	
2025-05-23	2300	3.77		50.1	17	162		0.03	3.83		0.5	5		44.8	
2025-05-23	100	3.75		49.8	17	162		0.03	3.82		0.5	5		44.7	
2025-05-23	300	3.74		49.4	18	177		0.04	3.82		0.5	5		44.8	
2025-05-23	500	3.74		49.1	18	177		0.04	3.82		0.52	5		44.8	
2025-05-24	700	3.92		49.8	30	245		0.04	3.79		0.51	5		43.0	
2025-05-24	900	3.9		49.6	26	240		0.04	3.79		0.51	5		43.8	
2025-05-24	1100	3.89		49.6	19	230		0.04	3.79		0.54	5		43.8	
2025-05-24	1300	3.87		48.9	25	240		0.04	3.79		0.54	5		43.1	
2025-05-24	1500	3.68		49.0	21	230		0.04	3.82		0.54	5		44.8	
2025-05-24	1700	3.7		48.9	30	245		0.04	3.82		0.53	5		45.1	
2025-05-24	1900	3.83		48.7	22	230		0.04	3.82		0.53	5		45.1	
2025-05-24	2100	3.81		48.8	22	230		0.04	3.82		0.53	5		45.3	
2025-05-24	2300	3.77		48.7	19	209		0.04	3.82		0.52	5		45.2	
2025-05-24	100	3.74		48.5	18	190		0.04	3.78		0.54	5		45.3	
2025-05-24	300	3.71		48.3	18	190		0.04	3.78		0.54	5		45.2	
2025-05-24	500	3.7		48.2	17	184		0.04	3.78		0.54	5		45.2	
2025-05-25	700	3.68		48.3	42	384		0.04	3.66		0.56	5		45.1	
2025-05-25	900	3.72		48.5	20	230		0.04	3.72		0.56	5		45.3	
2025-05-25	1100	3.74		48.3	16	196		0.04	3.83		0.56	5		45.3	
2025-05-25	1300	3.73		47.9	15	190		0.04	3.83		0.56	5		45.4	
2025-05-25	1500	3.7		48.3	15	190		0.04	3.83		0.55	5		45.2	
2025-05-25	1700	3.71		48.5	19	230		0.04	3.82		0.55	5		45.3	
2025-05-25	1900	3.85		48.9	16	190		0.04	3.48		0.55	5		45.3	
2025-05-25	2100	3.91		48.8	15	190		0.04	3.55		0.54	5		44.9	
2025-05-25	2300	3.84		48.5	17	204		0.04	3.5		0.55	5		45.0	
2025-05-25	100	3.8		48.2	20	215		0.04	3.64		0.55	5		45.0	
2025-05-25	300	3.76		48.0	22	221		0.04	3.78		0.55	5		45.0	
2025-05-25	500	3.74		47.7	25	254		0.04	3.56		0.55	5		45.0	
2025-05-26	700	3.8		48.0	19	230		0.04	3.62		0.58	5		45.0	
2025-05-26	900	4.05		48.0	15	190		0.05	3.78		0.58	5		45.2	
2025-05-26	1100	3.91		48.0	17	200		0.05	3.83		0.57	5		45.2	
2025-05-26	1300	3.8		48.3	16	200		0.05	3.83		0.55	5		45.0	
2025-05-26	1500	3.8		48.2	15	190		0.05	3.78		0.55	5		48.0	
2025-05-26	1700	3.77		48.5	16	200		0.05	3.75		0.55	5		48.0	
2025-05-26	1900	3.76		48.5	16	200		0.05	3.75		0.55	5		48.0	
2025-05-26	2100	3.96		48.5	12	150		0.05	3.56		0.54	5		45.0	
2025-05-26	2300	3.76		48.3	17	189		0.05	3.64		0.54	5		44.7	
2025-05-26	100	3.72		48.5	17	189		0.05	3.68		0.54	5		45.0	
2025-05-26	300	3.7		48.4	15	164		0.05	3.74		0.54	5		45.1	
2025-05-26	500	3.68		48.5	12	152		0.05	3.82		0.54	5		47.9	
2025-05-27	700	3.77		48.3	12	150		0.03	3.82		0.56	5		45.0	
2025-05-27	900	4.18		48.5	16	200		0.03	3.82		0.56	5		45.2	
2025-05-27	1100	4.06		48.3	18	213		0.03	3.81		0.56	5		45.2	
2025-05-27	1300	3.92		48.3	16	200		0.03	3.82		0.56	5		45.3	
2025-05-27	1500	3.84		48.0	15	185		0.03	3.82		0.2	5		45.2	
2025-05-27	1700	3.72		48.0	15	185		0.03	3.78		0.18	5		45.2	
2025-05-27	1900	3.72		48.0	16	200		0.03	3.72		0.15	5		45.2	
2025-05-27	2100	3.81		47.0	15	185		0.03	3.68		0.15	5		45.1	
2025-05-27	2300	3.83		47.3	19	220		0.03	3.83		0.15	5		45.3	
2025-05-27	100	3.64		47.3	19	220		0.03	3.83		0.16	5		45.2	
2025-05-27	300	3.62		48.0	15	185		0.03	3.81		0.16	5		45.2	
2025-05-27	500	3.61		48.3	15	185		0.03	3.83		0.15	5		45.1	
2025-05-28	700	3.65		48.3	15	185		0.03	3.8		0.15	5		45.3	
2025-05-28	900	3.69		47.6	14	185		0.03	3.79		0.15	5		45.5	
2025-05-28	1100	4.02		48.1	16	194		0.04	3.52		0.2	5		45.3	
2025-05-28	1300	3.81		48.2	14	185		0.04	3.6		0.14	5		45.1	
2025-05-28	1500	3.69		47.6	18	200		0.04	3.46		0.14	5		44.7	
2025-05-28	1700	3.66		48.3	17	200		0.04	3.63		0.14	5		44.6	
2025-05-28	1900	3.74		48.0	15	185		0.04	3.72		0.15	5		45.0	
2025-05-28	2100	3.82		47.0	15	185		0.04	3.72		0.15	5		45.0	
2025-05-28	2300	3.74		48.2	20	245		0.04	3.81		0.15	5		45.0	
2025-05-28	100	3.73		48.6	17	200		0.04	3.78		0.16	5		45.0	
2025-05-28	300	3.73		48.0	19	214		0.04	3.78		0.16	5		45.0	
2025-05-28	500	3.72		47.5	18	190		0.04	3.78		0.16	5		45.0	
2025-05-29	700	3.74		48.0	18	190		0.04	3.76		0.15	5		45.1	
2025-05-29	900	3.8		48.0	18	190		0.04	3.81		0.16	5		45.1	
2025-05-29	1100	4.21		48.0	10	150		0.04	3.82		0.16	5		45.0	
