Data	Time	River Level	Unnamed: 3	R/W FLOW	R/W NTU	R/W CLR	Unnamed: 7	FILT. NTU	C/W WELL LEVEL	Unnamed: 10	NTU	CLR	Unnamed: 13	T/W FLOW	Unnamed: 15
2025-08-04	700	3.77		51.2	27	284		0.05	3.83		0.19	5		46.0	
2025-08-04	900	3.75		51.0	29	290		0.05	3.83		0.18	5		46.3	
2025-08-04	1100	3.72		51.3	28	286		0.05	3.82		0.17	5		45.7	
2025-08-04	1300	3.71		51.4	26	245		0.04	3.82		0.17	5		45.8	
2025-08-04	1500	3.71		51.4	26	245		0.05	3.48		0.17	5		45.8	
2025-08-04	1700	-		51.4	18	215		0.06	3.64		0.18	5		45.8	
2025-08-04	1900	-		51.4	17	215		0.06	3.81		0.2	5		45.8	
2025-08-04	2100	-		51.4	17	215		0.11	3.81		0.2	5		45.8	
2025-08-04	2300	3.71		50.8	15	198		0.08	3.83		0.3	5		46.0	
2025-08-04	100	3.74		50.4	15	198		0.08	3.83		0.24	5		46.0	
2025-08-04	300	3.76		50.6	14	196		0.08	3.83		0.21	5		46.1	
2025-08-04	500	3.78		50.2	14	196		0.08	3.83		0.18	5		46.1	
2025-08-05	700	3.77		51.0	15	208		0.1	3.67		0.18	5		46.1	
2025-08-05	900	3.75		49.7	14	174		0.1	3.82		0.19	5		46.1	
2025-08-05	1100	3.71		49.7	13	164		0.1	3.82		0.19	5		46.2	
2025-08-05	1300	3.65		49.2	12	157		0.08	3.82		0.18	5		45.9	
2025-08-05	1500	3.65		49.2	40	350		0.07	3.71		0.19	5		45.9	
2025-08-05	1700	-		49.2	67	120		0.07	3.25		0.21	5		45.9	
2025-08-05	1900	-		49.2	11	130		0.07	3.57		0.19	5		45.9	
2025-08-05	2100	-		49.2	10	130		0.14	3.79		0.21	5		45.9	
2025-08-05	2300	3.65		51.8	11	135		0.12	3.84		0.45	5		46.0	
2025-08-05	100	3.63		51.7	10	135		0.11	3.83		0.31	5		45.9	
2025-08-05	300	3.62		51.6	9	132		0.1	3.82		0.27	5		45.9	
2025-08-05	500	3.61		51.7	9	132		0.1	3.81		0.19	5		46.0	
2025-08-06	700	3.61		51.5	10	139		0.11	3.82		0.19	5		46.0	
2025-08-06	900	3.6		55.4	10	139		0.11	3.82		0.19	5		49.5	
2025-08-06	1100	3.56		55.5	10	139		0.11	3.82		0.19	5		50.7	
2025-08-06	1300	3.54		55.6	10	139		0.09	3.82		0.2	5		50.1	
2025-08-06	1500	3.54		55.6	10	139		0.1	3.81		0.2	5		50.1	
2025-08-06	1700	- 		55.6	10	139		0.06	3.81		0.2	5		50.1	
2025-08-06	1900	- 		55.6	7	122		0.09	3.81		0.2	5		50.1	
2025-08-06	2100	-		55.5	8	122		0.08	3.81		0.2	5		50.1	
2025-08-06	2300	3.51		54.3	7	120		0.09	3.83		0.21	5		50.0	
2025-08-06	100	3.5		54.3	7	120		0.09	3.83		0.2	5		50.2	
2025-08-06	300	3.49		54.4	8	121		0.09	3.83		0.2	5		50.0	
2025-08-06	500	3.48		54.5	8	121		0.1	3.83		0.19	5		50.1	
2025-08-07	700	3.49		54.7	8	121		0.09	3.83		0.19	5		50.4	 
2025-08-07	900	3.46		54.6	8	121		0.09	3.83		0.19	5		50.2	
2025-08-07	1100	3.43		54.8	9	126		0.09	3.83		0.19	5		50.3	
2025-08-07	1300	3.41		54.3	9	126		0.09	3.83		0.19	5		50.2	
2025-08-07	1500	3.41		54.3	9	126		0.09	3.86		0.19	5		50.2	
2025-08-07	1700	-		54.3	10	130		0.09	3.79		0.19	5		50.2	
2025-08-07	1900	-		54.3	10	130		0.09	3.79		0.19	5		50.2	
2025-08-07	2100	-		54.3	9	126		0.09	3.79		0.21	5		50.4	
2025-08-07	2300	3.4		54.2	6	118		0.09	3.77		0.24	5		50.4	
2025-08-07	100	3.42		54.4	6	118		0.09	3.74		0.21	4		50.6	
2025-08-07	300	3.86		54.3	7	114		0.09	3.7		0.24	5		50.4	
2025-08-07	500	3.8		54.2	6	118		0.09	3.7		0.24	5		50.4	
2025-08-08	700	3.53		55.0	18	178		0.09	3.48		0.21	5		50.6	
2025-08-08	900	3.53		55.0	15	164		0.09	3.56		0.2	5		50.6	
2025-08-08	1100	3.54		55.3	15	164		0.08	3.5		0.2	5		50.6	
2025-08-08	1300	3.54		55.2	14	133		0.05	3.47		0.2	5		50.6	
2025-08-08	1500	3.54		55.2	13	133		0.06	3.45		0.2	5		50.6	
2025-08-08	1700	-		55.2	11	130		0.06	3.44		0.2	5		50.6	
2025-08-08	1900	-		55.3	11	130		0.06	3.44		0.21	5		50.6	
2025-08-08	2100	-		55.3	16	200		0.06	3.43		0.24	5		50.6	
2025-08-08	2300	-		53.4	19	255		0.05	3.24		0.21	5		51.9	
2025-08-08	100	-		53.4	19	255		0.05	3.17		0.21	5		52.4	
2025-08-08	300	-		53.1	12	280		0.08	3.06		0.26	5		52.2	
2025-08-08	500	-		53.4	12	280		0.08	2.75		0.3	5		52.2	
2025-08-09	700	3.52		54.6	11	130		0.08	2.9		0.27	5		50.9	
2025-08-09	900	3.57		54.4	11	130		0.08	3.09		0.22	5		51.9	
2025-08-09	1100	3.65		56.1	12	135		0.09	3.29		0.22	5		51.7	
2025-08-09	1300	3.67		54.4	16	155		0.08	3.44		0.22	5		52.2	
2025-08-09	1500	3.67		54.4	17	215		0.09	3.52		0.23	5		52.2	
2025-08-09	1700	- 		54.4	24	253		0.09	3.44		0.24	5		52.2	
2025-08-09	1900	- 		54.4	17	215		0.1	3.1		0.24	5		52.2	
2025-08-09	2100	- 		54.4	10	130		0.06	3.01		0.24	5		52.2	
2025-08-09	2300	3.66		52.2	10	130		0.08	2.74		0.24	5		48.7	
2025-08-09	100	3.61		52.0	11	130		0.08	2.66		0.24	5		48.5	
2025-08-09	300	3.59		52.1	14	142		0.14	2.58		0.2	5		48.5	
2025-08-09	500	3.59		52.0	16	157		0.17	2.46		0.2	5		48.7	
2025-08-10	700	3.61		55.1	18	164		0.13	2.8		0.23	5		48.9	
2025-08-10	900	3.34		54.6	24	233		0.12	2.94		0.23	5		49.2	
2025-08-10	1100	4.01		53.8	28	274		0.09	2.99		0.23	5		49.4	
2025-08-10	1300	3.96		54.0	24	230		0.04	2.71		0.23	5		48.9	
2025-08-10	1500	3.98		53.9	23	284		0.07	3.98		0.24	5		49.2	
2025-08-10	1700	3.88		54.1	23	284		0.07	3.38		0.28	5		48.7	
2025-08-10	1900	3.86		53.8	24	306		0.07	3.54		0.21	5		48.9	
2025-08-10	2100	3.84		53.9	26	321		0.07	3.71		0.21	5		49.4	
2025-08-10	2300	3.71		54.2	35	375		0.15	3.45		0.22	5		50.2	
2025-08-10	100	3.69		54.3	30	321		0.08	3.33		0.25	5		50.1	
2025-08-10	300	3.64		54.3	26	305		0.08	3.41		0.25	5		50.2	
2025-08-10	500	3.6		54.3	21	260		0.08	3.49		0.25	5		50.2	
2025-08-11	700	3.58		54.3	22	260		0.12	3.46		0.26	5		50.2	
2025-08-11	900	-		54.2	21	260		0.1	3.49		0.26	5		50.2	
2025-08-11	1100	-		54.2	13	130		0.11	3.36		0.26	5		50.2	
2025-08-11	1300	-		54.2	13	130		0.12	3.47		0.23	5		50.2	
2025-08-11	1500	3.56		52.1	12	135		0.11	3.35		0.23	5		50.2	
2025-08-11	1700	5.74		53.5	11	132		0.08	3.19		0.22	5		50.1	
2025-08-11	1900	5.76		53.3	11	132		0.1	3.24		0.21	5		51.1	
2025-08-11	2100	4.17		53.1	11	132		0.12	3.25		0.22	5		50.9	
2025-08-11	2300	3.47		53.4	10	129		0.11	3.25		0.22	5		51.9	
2025-08-11	100	3.53		53.2	11	119		0.12	3.3		0.22	5		51.0	
2025-08-11	300	3.59		51.5	12	127		0.12	3.33		0.22	5		49.9	
2025-08-11	500	3.64		53.7	13	142		0.14	3.42		0.22	5		48.6	
2025-08-12	700	-		53.2	11	130		0.12	3.24		0.22	5		48.6	
2025-08-12	900	-		53.2	13	142		0.05	2.84		0.22	5		48.6	
2025-08-12	1100	-		53.2	12	140		0.09	2.75		0.22	5		48.6	
2025-08-12	1300	-		53.2	10	130		0.06	2.82		0.22	5		48.6	
2025-08-12	1500	3.48		41.8	10	130		0.04	2.7		0.22	5		44.0	
2025-08-12	1700	3.47		39.4	10	130		0.04	2.32		0.22	5		40.0	
2025-08-12	1900	3.5		40.0	11	132		0.04	2.16		0.22	5		38.4	
2025-08-12	2100	3.52		36.5	13	140		0.11	1.87		-	5		37.5	
2025-08-12	2300	3.54		41.2	24	214		0.11	1.86		-	5		37.4	
2025-08-12	100	3.65		51.4	24	214		0.11	2.24		-	5		37.4	
2025-08-12	300	3.71		50.5	20	194		0.11	3.64		-	5		37.3	
2025-08-12	500	3.77		50.5	19	181		0.11	2.88		-	5		48.0	
2025-08-13	700	3.77		50.5	18	200		0.1	2.88		0.22	5		48.0	
2025-08-13	900	- 		50.5	20	200		0.1	2.77		0.22	5		48.0	
2025-08-13	1100	- 		50.5	23	284		0.1	3.15		0.22	5		48.0	
2025-08-13	1300	- 		50.5	23	284		0.1	3.33		0.22	5		48.0	
2025-08-13	1500	3.74		52.8	22	284		0.1	3.55		0.22	5		49.0	
2025-08-13	1700	4.79		53.5	20	280		0.11	3.77		0.22	5		48.3	
2025-08-13	1900	4.17		59.0	23	285		0.12	3.83		0.21	5		48.2	
2025-08-13	2100	3.94		57.8	26	285		0.15	3.85		0.21	5		51.5	
2025-08-13	2300	3.76		54.0	28	291		0.16	3.81		0.22	5		51.6	
2025-08-13	100	3.84		54.0	30	309		0.18	3.81		0.23	5		51.5	
2025-08-13	300	3.91		54.1	32	334		0.18	3.81		0.29	5		51.2	
2025-08-13	500	4.09		54.2	35	342		0.18	3.56		0.29	5		51.4	
2025-08-14	700	4.09		54.2	41	440		0.18	3.56		0.29	5		51.4	
2025-08-14	900	-		54.2	46	450		0.09	3.5		0.28	5		51.4	
2025-08-14	1100	-		54.2	44	450		0.08	3.37		0.27	5		51.3	
2025-08-14	1300	-		54.1	41	440		0.06	3.33		0.27	5		51.2	
2025-08-14	1500	4.6		55.8	42	435		0.06	3.0		0.27	5		51.5	
2025-08-14	1700	4.54		50.4	44	438		0.06	3.19		0.35	5		46.7	
2025-08-14	1900	4.45		53.6	40	395		0.07	3.29		0.31	5		47.6	
2025-08-14	2100	4.43		53.6	40	395		0.07	3.4		0.31	5		48.6	
2025-08-14	2300	4.39		53.6	44	438		0.09	3.32		0.24	5		48.5	
2025-08-14	100	4.3		52.5	45	442		0.14	3.44		0.34	5		48.6	
2025-08-14	300	4.25		51.4	46	453		0.21	3.44		0.45	5		48.7	
2025-08-14	500	4.16		50.0	48	474		0.23	3.43		0.54	5		48.7	
2025-08-15	700	4.19		51.4	46	450		0.2	3.48		0.48	5		48.7	
2025-08-15	900	-		51.4	50	480		0.2	3.68		0.43	5		48.7	
2025-08-15	1100	-		51.4	77	740		0.2	3.78		0.4	5		48.6	
2025-08-15	1300	-		51.4	37	345		0.2	3.82		0.4	5		48.7	
2025-08-15	1500	3.98		56.8	36	341		0.2	3.85		0.4	5		48.9	
2025-08-15	1700	3.68		53.6	40	356		0.86	3.72		1.39	5		48.9	
2025-08-15	1900	3.59		52.5	37	345		0.75	3.66		1.03	5		48.8	
2025-08-15	2100	3.54		51.1	34	340		0.62	3.68		0.89	5		48.8	
2025-08-15	2300	3.51		53.0	32	314		0.49	3.58		0.79	5		48.7	
2025-08-15	100	3.48		52.0	30	312		0.2	3.68		0.64	5		48.3	
2025-08-15	300	3.45		51.5	27	262		0.19	3.68		0.54	5		48.2	
2025-08-15	500	3.43		50.4	26	251		0.18	3.56		0.36	5		48.3	
2025-08-16	700	3.39		50.4	25	250		0.17	3.5		0.33	5		48.3	
2025-08-16	900	-		50.4	24	250		0.17	3.48		0.35	5		48.3	
2025-08-16	1100	-		50.4	26	250		0.15	3.4		0.31	5		48.3	
2025-08-16	1300	-		50.4	25	250		0.14	3.38		0.27	5		48.3	
2025-08-16	1500	3.51		54.1	23	250		0.16	3.4		0.25	5		48.2	
2025-08-16	1700	3.36		51.0	21	241		0.14	3.6		0.24	5		48.5	
2025-08-16	1900	3.35		50.0	21	241		0.15	3.61		0.24	5		48.4	
2025-08-16	2100	3.36		33.0	25	255		0.12	3.52		0.25	5		31.3	
2025-08-16	2300	3.33		54.3	28	270		0.17	3.56		0.24	5		48.7	
2025-08-16	100	3.48		51.4	22	250		0.2	3.6		0.24	5		48.5	
2025-08-16	300	3.52		50.3	20	187		0.2	3.64		0.25	5		48.5	
2025-08-16	500	3.63		49.8	16	155		0.2	3.64		0.28	5		48.4	
2025-08-17	700	3.58		54.2	17	164		0.31	3.61		0.28	5		50.4	
2025-08-17	900	3.55		54.3	15	164		0.28	3.81		0.33	5		48.5	
2025-08-17	1100	3.51		54.2	15	164		0.31	3.81		0.34	5		48.6	
2025-08-17	1300	3.48		54.3	15	164		0.22	3.84		0.32	5		49.4	
2025-08-17	1500	3.51		54.0	17	198		0.23	3.84		0.31	5		48.0	
2025-08-17	1700	3.47		53.4	16	184		0.05	3.77		0.26	5		48.0	
2025-08-17	1900	3.48		53.5	15	180		0.05	3.83		0.21	5		48.0	
2025-08-17	2100	3.47		53.0	17	180		0.05	3.83		0.19	5		48.1	
2025-08-17	2300	3.46		52.8	15	180		0.08	3.83		0.18	5		48.2	
2025-08-17	100	3.59		51.0	18	195		0.06	3.77		0.19	5		48.1	
2025-08-17	300	3.5		50.0	20	215		0.06	3.78		0.19	5		48.1	
2025-08-17	500	3.56		54.5	26	246		0.06	3.73		0.19	5		48.2	
2025-08-18	700	3.59		54.4	26	250		0.06	3.83		0.2	5		48.2	
2025-08-18	900	3.59		54.3	38	380		0.06	3.84		0.2	5		48.2	
2025-08-18	1100	3.66		54.2	30	350		0.06	3.84		0.2	5		47.4	
2025-08-18	1300	3.93		54.0	23	230		0.06	3.84		0.19	5		47.6	
2025-08-18	1500	3.6		53.9	20	214		0.06	3.83		0.19	5		47.5	
2025-08-18	1700	3.81		54.0	18	197		0.07	3.68		0.2	5		47.3	
2025-08-18	1900	3.92		54.2	15	178		0.07	3.66		0.2	5		47.1	
2025-08-18	2100	4.07		54.4	19	182		0.07	3.7		0.2	5		47.0	
2025-08-18	2300	-		54.4	16	180		0.07	3.82		0.2	5		47.0	
2025-08-18	100	-		54.4	16	180		0.07	3.83		0.2	5		47.0	
2025-08-18	300	-		54.4	25	240		0.07	3.83		0.22	5		47.0	
2025-08-18	500	-		54.4	25	240		0.07	3.81		0.22	5		47.0	
2025-08-19	700	4.79		54.2	42	350		0.13	3.84		0.22	5		46.7	
2025-08-19	900	4.81		54.2	48	350		0.13	3.57		0.22	5		46.7	
2025-08-19	1100	4.81		54.3	50	400		0.41	3.7		0.41	5		46.6	
2025-08-19	1300	4.82		54.3	55	420		0.41	3.84		0.41	5		46.6	
2025-08-19	1500	4.84		54.5	56	441		0.39	3.84		0.44	5		46.8	
2025-08-19	1700	4.85		50.5	42	400		0.35	3.82		0.51	5		46.6	
2025-08-19	1900	4.84		45.6	53	415		0.28	3.65		0.55	5		42.5	
2025-08-19	2100	4.81		43.4	46	374		0.28	3.56		0.44	5		40.1	
2025-08-19	2300	9.81		43.4	42	346		0.09	3.46		0.32	5		40.1	
2025-08-19	100	-		43.4	42	400		0.09	3.32		0.32	5		47.9	
2025-08-19	300	-		49.0	16	180		0.09	3.78		0.32	5		47.7	
2025-08-19	500	-		54.5	16	180		0.09	3.81		0.32	5		47.7	
2025-08-20	700	4.6		53.2	18	200		4.16	3.83		4.53	5		47.7	
2025-08-20	900	4.57		53.3	38	300		4.04	3.68		4.35	5		47.7	
2025-08-20	1100	4.41		53.4	20	214		2.41	3.64		3.24	5		47.6	
2025-08-20	1300	4.31		53.2	21	216		1.52	3.62		2.29	5		47.6	
2025-08-20	1500	-		38.2	12	170		0.2	3.55		0.6	5		34.4	
2025-08-20	1700	4.09		54.2	12	170		0.2	3.36		0.41	5		47.5	
2025-08-20	1900	-		53.0	18	190		0.9	3.3		0.6	5		48.0	
2025-08-20	2100	4.05		53.0	18	190		0.9	3.38		0.6	5		48.9	
2025-08-20	2300	-		53.0	18	190		0.9	3.56		0.6	5		48.9	
2025-08-20	100	-		48.6	18	190		0.9	3.47		0.6	5		49.3	
2025-08-20	300	-		47.6	18	190		0.9	3.33		0.6	5		49.3	
2025-08-20	500	-		47.4	18	190		0.9	3.32		0.6	5		49.4	
2025-08-21	700	3.66		53.3	78	750		0.87	3.26		0.79	5		49.3	
2025-08-21	900	3.88		53.3	21	215		1.05	3.4		0.76	5		49.2	
2025-08-21	1100	5.38		51.3	21	215		1.19	3.42		1.25	5		47.6	
2025-08-21	1300	4.28		51.4	21	215		0.92	3.44		1.2	5		47.6	
2025-08-21	1500	4.43		51.5	21	215		0.8	3.56		0.95	5		47.2	
2025-08-21	1700	3.44		51.7	16	197		0.63	3.38		0.76	5		47.8	
2025-08-21	1900	3.47		55.6	40	394		0.64	3.04		0.96	5		47.2	
2025-08-21	2100	3.47		55.4	21	215		0.66	3.36		0.58	5		47.4	
2025-08-21	2300	- 		55.4	15	180		0.66	3.65		0.69	5		47.4	
2025-08-21	100	- 		54.6	15	180		0.5	3.82		0.6	5		47.6	
2025-08-21	300	- 		54.7	15	180		0.5	3.81		0.6	5		47.6	
2025-08-21	500	- 		54.6	15	180		0.5	3.81		0.6	5		47.5	
2025-08-22	700	3.34		53.5	20	210		0.46	3.83		0.63	5		47.5	
2025-08-22	900	3.41		53.4	13	140		0.43	3.83		0.54	5		47.5	
2025-08-22	1100	7.38		53.4	13	140		0.4	3.82		0.41	5		47.7	
2025-08-22	1300	7.5		53.6	13	140		0.35	3.81		0.39	5		47.6	
2025-08-22	1500	3.35		53.4	12	136		0.31	3.83		0.38	5		47.7	
2025-08-22	1700	3.4		53.4	11	124		0.32	3.83		0.3	5		47.6	
2025-08-22	1900	3.51		52.3	11	124		0.21	3.83		0.27	5		47.6	
2025-08-22	2100	3.5		53.0	10	109		0.27	3.56		0.31	5		47.7	
2025-08-22	2300	- 		53.0	11	124		0.21	3.74		0.29	5		47.7	
2025-08-22	100	- 		52.1	11	124		0.21	3.8		0.29	5		47.5	
2025-08-22	300	- 		51.7	10	109		0.24	3.79		0.33	5		47.3	
2025-08-22	500	- 		51.4	10	109		0.24	3.79		0.33	5		47.4	
2025-08-23	700	3.17		50.4	10	110		0.21	3.81		0.3	5		47.4	
2025-08-23	900	3.39		50.3	12	130		0.22	3.81		0.29	5		47.4	
2025-08-23	1100	3.37		50.0	11	130		0.18	3.8		0.27	5		47.7	
2025-08-23	1300	3.23		51.2	11	130		0.17	3.74		0.26	5		47.5	
2025-08-23	1500	3.21		51.0	10	125		0.15	3.51		0.26	5		47.4	
2025-08-23	1700	3.17		51.0	10	125		0.17	3.54		0.23	5		47.8	
2025-08-23	1900	3.15		51.0	9	94		0.17	3.58		0.23	5		47.6	
2025-08-23	2100	3.1		51.0	10	125		0.17	3.58		0.23	5		47.5	
2025-08-23	2300	-		51.0	10	125		0.17	3.58		0.24	5		47.5	
2025-08-23	100	-		53.2	10	125		0.17	3.71		0.24	5		47.7	
2025-08-23	300	-		52.8	10	125		0.17	3.79		0.24	5		47.7	
2025-08-23	500	-		52.7	10	125		0.17	3.8		0.24	5		47.7	
2025-08-24	700	3.19		51.2	10	128		0.25	3.82		0.26	5		48.0	
2025-08-24	900	3.77		51.3	10	128		0.24	3.81		0.24	5		48.0	
2025-08-24	1100	3.42		51.8	10	128		0.24	3.81		0.24	5		48.2	
2025-08-24	1300	3.4		51.7	10	125		0.2	3.82		0.23	5		48.2	
2025-08-24	1500	3.26		52.0	9	100		0.21	3.78		0.23	5		48.0	
2025-08-24	1700	3.19		52.5	11	118		0.09	3.82		0.2	5		48.0	
2025-08-24	1900	3.09		52.5	12	130		0.08	3.74		0.18	5		48.2	
2025-08-24	2100	3.06		52.6	11	118		0.08	3.79		0.18	5		49.6	
2025-08-24	2300	3.12		52.4	11	118		0.08	3.81		0.18	5		48.3	
2025-08-24	100	3.16		52.6	11	118		0.08	3.72		0.18	5		48.4	
2025-08-24	300	3.14		52.4	12	126		0.08	3.64		0.2	5		48.2	
2025-08-24	500	3.13		52.5	11	118		0.09	3.51		0.19	5		48.1	
2025-08-25	700	3.09		52.0	13	146		0.06	3.54		0.17	5		48.1	
2025-08-25	900	3.24		52.0	14	151		0.06	3.64		0.17	5		48.0	
2025-08-25	1100	3.54		50.8	14	151		0.06	3.54		0.17	5		48.2	
2025-08-25	1300	3.43		50.4	12	130		0.06	3.54		0.17	5		47.2	
2025-08-25	1500	-		50.4	13	146		0.07	3.57		0.18	5		47.2	
2025-08-25	1700	-		50.4	15	160		0.07	3.63		0.18	5		47.2	
2025-08-25	1900	-		50.4	15	160		0.08	3.71		0.2	5		47.2	
2025-08-25	2100	-		50.4	17	180		0.09	3.73		0.2	5		47.2	
2025-08-25	2300	3.57		49.5	17	180		0.08	3.75		0.19	5		47.6	
2025-08-25	100	3.46		51.1	17	180		0.08	3.79		0.19	5		47.6	
2025-08-25	300	3.34		51.0	15	160		0.1	3.81		0.2	5		47.6	
2025-08-25	500	3.34		50.9	15	160		0.12	3.82		0.2	5		47.7	
2025-08-26	700	3.29		52.0	13	141		0.12	3.54		0.22	5		47.6	
2025-08-26	900	3.31		51.9	14	152		0.22	3.64		0.22	5		47.7	
2025-08-26	1100	2.93		51.9	21	210		0.09	3.74		0.34	5		44.9	
2025-08-26	1300	3.32		48.2	9	106		0.08	3.83		0.22	5		44.9	
2025-08-26	1500	-		48.2	10	125		0.11	3.79		0.21	5		44.9	
2025-08-26	1700	-		48.2	12	140		0.09	3.79		0.22	5		44.9	
2025-08-26	1900	-		48.2	12	140		0.1	3.79		0.2	5		44.9	
2025-08-26	2100	-		48.2	12	140		0.11	3.82		0.2	5		44.9	
2025-08-26	2300	3.51		52.3	12	140		0.14	3.82		0.21	5		47.6	
2025-08-26	100	3.55		52.4	12	140		0.13	3.82		0.21	5		47.6	
2025-08-26	300	3.45		53.4	14	145		0.11	3.82		0.19	5		47.7	
2025-08-26	500	3.46		53.5	15	161		0.09	3.83		0.18	5		47.6	
2025-08-27	700	3.45		52.3	15	161		0.1	3.83		0.18	5		47.9	
2025-08-27	900	3.44		53.1	15	161		0.11	3.83		0.19	5		48.2	
2025-08-27	1100	3.44		53.3	13	147		0.1	3.83		0.2	5		48.3	
2025-08-27	1300	3.44		53.2	13	147		0.07	3.73		0.2	5		47.9	
2025-08-27	1500	- 		53.2	13	147		0.07	3.79		0.2	5		47.9	
2025-08-27	1700	- 		53.2	13	147		0.07	3.81		0.22	5		47.9	
2025-08-27	1900	- 		53.3	12	146		0.07	3.81		0.2	5		47.9	
2025-08-27	2100	- 		53.3	23	280		0.09	3.81		0.2	5		47.9	
2025-08-27	2300	3.36		53.9	20	245		0.08	3.83		0.2	5		48.6	
2025-08-27	100	3.41		53.7	20	245		0.1	3.83		0.2	5		48.7	
2025-08-27	300	3.33		53.4	15	240		0.13	3.82		0.22	5		48.5	
2025-08-27	500	3.32		53.6	15	240		0.14	3.87		0.22	5		48.6	
2025-08-28	700	3.32		54.0	15	240		0.13	3.82		0.22	5		48.4	
2025-08-28	900	3.31		53.7	16	264		0.13	3.82		0.22	5		48.4	
2025-08-28	1100	3.28		53.1	15	180		0.09	3.67		0.22	5		46.0	
2025-08-28	1300	3.36		50.4	15	180		0.08	3.7		0.22	5		46.1	
2025-08-28	1500	- 		50.4	13	147		0.12	3.74		0.21	5		46.1	
2025-08-28	1700	- 		50.4	12	147		0.13	3.76		0.22	5		46.1	
2025-08-28	1900	- 		50.4	13	147		0.12	3.71		0.21	5		46.1	
2025-08-28	2100	- 		50.4	10	125		0.16	3.68		0.21	5		46.1	
2025-08-28	2300	3.29		49.6	11	136		0.15	3.69		0.21	5		48.2	
2025-08-28	100	3.36		51.4	11	136		0.13	3.71		0.21	5		48.1	
2025-08-28	300	3.44		51.2	11	136		0.09	3.75		0.2	5		48.2	
2025-08-28	500	3.44		51.4	11	136		0.08	3.79		0.2	5		48.1	
2025-08-29	700	3.76		53.0	10	94		0.04	3.8		0.2	5		48.2	
2025-08-29	900	4.14		53.0	11	182		0.09	3.8		0.2	5		48.2	
2025-08-29	1100	4.26		53.1	24	252		0.09	3.81		0.2	5		48.6	
2025-08-29	1300	4.27		53.1	58	571		0.08	3.83		0.21	5		48.8	
2025-08-29	1500	-		53.1	79	750		0.08	3.81		0.21	5		48.8	
2025-08-29	1700	-		53.1	67	720		0.1	3.81		0.24	5		48.8	
2025-08-29	1900	-		53.1	50	400		0.11	3.79		0.24	5		48.8	
