Data	Time	River Level	Unnamed: 3	R/W FLOW	R/W NTU	R/W CLR	Unnamed: 7	FILT. NTU	C/W WELL LEVEL	Unnamed: 10	NTU	CLR	Unnamed: 13	T/W FLOW	Unnamed: 15
2025-06-09	1900	3.42		48	33	341		0.06	3.8		0.19	5		44.2	
2025-06-09	2100	3.44		47.8	20	265		0.05	3.81		0.19	5		44.3	
2025-06-09	2300	3.42		48.4	17	182		0.05	3.79		0.19	5		44.3	
2025-06-09	100	3.41		48.4	17	182		0.05	3.79		0.18	5		44.2	
2025-06-09	300	3.4		48.4	19	204		0.06	3.79		0.18	5		44.2	
2025-06-09	500	3.39		48.4	20	217		0.06	3.79		0.18	5		44.3	
2025-06-10	700	3.5		48.3	18	200		0.06	3.8		0.18	5		42.9	
2025-06-10	900	3.5		48.1	19	200		0.06	3.76		0.18	5		43.0	
2025-06-10	1100	3.54		47.8	12	145		0.06	3.79		0.18	5		42.9	
2025-06-10	1300	3.49		47.8	13	145		0.06	3.79		0.18	5		42.9	
2025-06-10	1500	3.34		47.6	14	147		0.06	3.78		0.2	5		42.8	
2025-06-10	1700	3.33		47.7	16	184		0.06	3.79		0.2	5		42.6	
2025-06-10	1900	3.38		48.7	13	140		0.07	3.76		0.2	5		43.7	
2025-06-10	2100	3.39		48.4	14	147		0.06	3.79		0.2	5		43.2	
2025-06-10	2300	3.38		48.2	14	147		0.07	3.76		0.2	5		43.9	
2025-06-10	100	3.35		48.6	14	147		0.07	3.78		0.2	5		44.1	
2025-06-10	300	3.35		47.2	13	136		0.08	3.78		0.2	5		43.2	
2025-06-10	500	3.35		47.5	13	136		0.08	3.79		0.19	5		43.4	
2025-06-11	700	3.45		47.2	16	184		0.08	3.62		0.19	5		42.8	
2025-06-11	900	3.45		48.4	13	136		0.07	3.64		0.19	5		42.9	
2025-06-11	1100	3.5		48.2	16	184		0.07	3.78		0.19	5		42.8	
2025-06-11	1300	3.47		48.1	12	136		0.09	3.79		0.19	5		42.8	
2025-06-11	1500	3.3		47.9	13	140		0.08	3.79		0.19	5		44.0	
2025-06-11	1700	3.31		47.6	12	136		0.06	3.79		0.21	5		43.9	
2025-06-11	1900	3.29		47.8	12	136		0.06	3.79		0.21	5		43.1	
2025-06-11	2100	3.32		50.1	14	147		0.05	3.73		0.2	5		43.2	
2025-06-11	2300	3.32		49.1	15	155		0.07	3.82		0.2	5		44.5	
2025-06-11	100	3.3		48.5	13	140		0.07	3.82		0.2	5		44.6	
2025-06-11	300	3.31		48.4	14	146		0.07	3.8		0.2	5		43.4	
2025-06-11	500	3.3		47.8	12	133		0.07	3.83		0.2	5		43.8	
2025-06-12	700	3.42		47.3	11	130		0.08	3.79		0.22	5		42.9	
2025-06-12	900	3.41		47.7	11	130		0.08	3.78		0.22	5		42.9	
2025-06-12	1100	3.5		47.7	12	130		0.07	3.78		0.22	5		42.9	
2025-06-12	1300	3.44		47.6	12	130		0.07	3.79		0.22	5		42.9	
2025-06-12	1500	3.29		47.4	11	130		0.08	3.78		0.21	5		44.1	
2025-06-12	1700	3.23		47.6	12	130		0.08	3.82		0.21	5		44.5	
2025-06-12	1900	3.26		47.4	14	131		0.08	3.77		0.21	5		44.6	
2025-06-12	2100	3.27		47.6	12	130		0.08	3.79		0.21	5		44.4	
2025-06-12	2300	3.3		47.5	12	130		0.08	3.82		0.21	5		44.5	
2025-06-12	100	3.28		47.6	13	138		0.08	3.81		0.2	5		44.6	
2025-06-12	300	3.28		47.9	14	144		0.06	3.82		0.2	5		44.4	
2025-06-12	500	3.27		47.4	16	156		0.05	3.8		0.2	5		44.3	
2025-06-13	700	3.38		47.5	16	156		0.06	3.79		0.23	5		42.9	
2025-06-13	900	3.36		48.4	16	156		0.06	3.8		0.23	5		42.9	
2025-06-13	1100	3.39		48.4	14	145		0.06	3.8		0.23	5		42.9	
2025-06-13	1300	3.46		48.3	13	145		0.08	3.8		0.23	5		42.9	
2025-06-13	1500	3.62		47.3	14	146		0.06	3.82		0.26	5		44.4	
2025-06-13	1700	3.22		49.1	14	146		0.05	3.52		0.22	5		44.3	
2025-06-13	1900	3.26		49	21	204		0.05	3.65		0.22	5		44.1	
2025-06-13	2100	3.26		49.2	21	204		0.05	3.77		0.22	5		44.3	
2025-06-13	2300	3.27		47.2	15	150		0.05	3.79		0.21	5		44.2	
2025-06-13	100	3.27		46.7	15	150		0.05	3.68		0.22	5		44.2	
2025-06-13	300	3.26		46.5	15	150		0.05	3.68		0.23	5		44.3	
2025-06-13	500	3.26		46	14	132		0.05	3.68		0.23	5		44.3	
2025-06-14	700	3.39		46.5	14	145		0.05	3.57		0.23	5		42.9	
2025-06-14	900	3.72		47.1	14	145		0.05	3.6		0.23	5		42.9	
2025-06-14	1100	4.37		47.9	17	156		0.05	3.64		0.23	5		42.9	
2025-06-14	1300	4.37		47.9	17	156		0.05	3.8		0.23	5		42.9	
2025-06-14	1500	4.64		48.3	49	381		0.07	3.82		0.23	5		45.5	
2025-06-14	1700	4.49		47.7	37	345		0.06	3.81		0.23	5		45.1	
2025-06-14	1900	4.39		47.2	31	290		0.05	3.8		0.23	5		45.1	
2025-06-14	2100	4.35		49	27	282		0.05	3.68		0.23	5		44.9	
2025-06-14	2300	4.31		48.5	27	282		0.08	3.77		0.25	5		44.5	
2025-06-14	100	4.35		48	26	241		0.08	3.78		0.24	5		44.5	
2025-06-14	300	4.3		47	26	241		0.08	3.78		0.24	5		44.9	
2025-06-14	500	4.22		47	28	232		0.08	3.78		0.24	5		44.9	
2025-06-15	700	4.2		47.3	25	232		0.05	3.78		0.24	5		44.8	
2025-06-15	900	4.18		47	25	232		0.05	3.78		0.24	5		44.5	
2025-06-15	1100	4.11		47.1	27	248		0.05	3.8		0.24	5		43.8	
2025-06-15	1300	4.13		47.5	24	236		0.05	3.81		0.23	5		44.6	
2025-06-15	1500	5.42		47.1	25	241		0.05	3.8		0.23	5		44.9	
2025-06-15	1700	3.76		46.8	27	253		0.04	3.67		0.23	5		44.8	
2025-06-15	1900	3.74		48.6	26	250		0.05	3.61		0.23	5		44.8	
2025-06-15	2100	3.69		47.4	25	232		0.04	3.53		0.23	5		44.7	
2025-06-15	2300	3.71		48	25	232		0.04	3.56		0.23	5		44.7	
2025-06-15	100	3.71		47.8	22	214		0.04	3.6		0.24	5		44.8	
2025-06-15	300	3.65		47.8	20	191		0.04	3.78		0.25	5		44.8	
2025-06-15	500	3.6		47.5	19	182		0.04	3.56		0.25	5		44.5	
2025-06-16	700	3.56		48.8	24	232		0.04	3.37		0.26	5		44.7	
2025-06-16	900	3.52		48.4	23	231		0.04	3.4		0.25	5		44.5	
2025-06-16	1100	3.5		47.9	26	240		0.03	3.14		0.27	5		44.5	
2025-06-16	1300	3.58		47.6	23	235		0.03	2.98		0.27	5		44.2	
2025-06-16	1500	3.63		47.1	22	230		0.04	3.03		0.26	5		44.3	
2025-06-16	1700	3.51		47.2	21	225		0.04	3.12		0.26	5		44.1	
2025-06-16	1900	3.52		48.2	19	185		0.04	3.19		0.24	5		44.2	
2025-06-16	2100	3.57		48.4	17	161		0.04	3.19		0.25	5		44.2	
2025-06-16	2300	3.57		48.4	19	185		0.04	3.19		0.25	5		44.2	
2025-06-16	100	3.55		48.4	19	185		0.04	3.24		0.25	5		44.2	
2025-06-16	300	3.52		48.2	16	156		0.04	3.27		0.26	5		44.1	
2025-06-16	500	3.51		48.2	16	156		0.04	3.3		0.27	5		44.1	
2025-07-17	700	3.85		47.3	16	158		0.04	3.26		0.27	5		45.0	
2025-07-17	900	3.82		48	29	260		0.04	3.29		0.27	5		45.0	
2025-07-17	1100	3.91		48.3	30	260		0.03	3.23		0.25	5		45.0	
2025-07-17	1300	4.03		48.5	33	265		0.03	3.27		0.25	5		45.1	
2025-07-17	1500	4.59		48.5	31	270		0.03	3.33		0.25	5		45.0	
2025-07-17	1700	3.67		48.2	26	255		0.04	3.42		0.25	5		45.2	
2025-07-17	1900	3.66		48	26	255		0.04	3.41		0.25	5		45.3	
2025-07-17	2100	3.63		48	24	233		0.04	3.42		0.28	5		45.1	
2025-07-17	2300	3.62		48	23	230		0.04	3.42		0.25	5		45.2	
2025-07-17	100	3.64		48.1	26	250		0.05	3.64		0.25	5		45.2	
2025-07-17	300	3.67		48.1	26	250		0.05	3.79		0.25	5		45.1	
2025-07-17	500	3.68		48.1	26	250		0.05	3.81		0.25	5		45.1	
2025-06-18	700	3.57		48	25	250		0.04	3.81		0.34	5		45.3	
2025-06-18	900	3.56		48.1	34	340		0.04	3.8		0.27	5		45.2	
2025-06-18	1100	4.81		49.2	22	241		0.04	3.82		0.27	5		45.3	
2025-06-18	1300	4.0		48.9	23	246		0.03	3.76		0.25	5		45.3	
2025-06-18	1500	4.85		49.2	24	250		0.03	3.79		0.25	5		45.3	
2025-06-18	1700	3.78		48.5	28	272		0.03	3.82		0.25	5		45.3	
2025-06-18	1900	3.78		48.3	26	243		0.03	3.64		0.25	5		45.3	
2025-06-18	2100	3.79		48.4	22	230		0.03	3.72		0.26	5		45.3	
2025-06-18	2300	3.79		48.4	22	230		0.04	3.72		0.25	5		45.3	
2025-06-18	100	3.8		48.4	24	250		0.04	3.77		0.28	5		45.3	
2025-06-18	300	3.82		48.3	24	250		0.04	3.79		0.28	5		45.3	
2025-06-18	500	3.84		48.3	24	250		0.04	3.8		0.28	5		45.3	
2025-06-19	700	4.03		48	22	217		0.04	3.8		0.28	5		45.2	
2025-06-19	900	4.03		48	25	261		0.03	3.67		0.28	5		45.0	
2025-06-19	1100	4.0		48.3	76	820		0.03	3.77		0.28	5		45.2	
2025-06-19	1300	3.96		48.2	32	355		0.03	3.8		0.26	5		45.5	
2025-06-19	1500	3.97		48.8	28	325		0.03	3.8		0.26	5		45.5	
2025-06-19	1700	3.95		48.5	26	300		0.03	3.76		0.26	5		45.8	
2025-06-19	1900	3.89		48	24	273		0.03	3.76		0.26	5		45.6	
2025-06-19	2100	3.85		48	23	251		0.03	3.51		0.26	5		45.4	
2025-06-19	2300	3.84		48	24	273		0.04	3.51		0.27	5		45.4	
2025-06-19	100	3.86		48.1	26	300		0.04	3.68		0.27	5		45.5	
2025-06-19	300	3.98		48.2	40	350		0.04	3.79		0.3	5		45.6	
2025-06-19	500	4.21		48.2	46	350		0.04	3.81		0.3	5		45.6	
2025-06-20	700	3.69		48	39	345		0.03	3.77		0.3	5		45.3	
2025-06-20	900	3.66		49.6	36	334		0.03	3.77		0.3	5		45.3	
2025-06-20	1100	3.61		48.8	42	406		0.03	3.81		0.3	5		45.3	
2025-06-20	1300	3.6		49.1	39	384		0.03	3.82		0.27	5		45.3	
2025-06-20	1500	3.56		49.6	39	384		0.03	3.82		0.27	5		45.3	
2025-06-20	1700	3.62		48.8	36	357		0.03	3.73		0.27	5		45.4	
2025-06-20	1900	3.56		48.6	32	314		0.03	3.82		0.27	5		45.2	
2025-06-20	2100	3.57		48.4	30	271		0.03	3.81		0.27	5		45.3	
2025-06-20	2300	3.56		48.4	27	300		0.04	3.81		0.27	5		45.3	
2025-06-20	100	5.57		50.1	26	300		0.04	3.8		0.27	5		44.9	
2025-06-20	300	5.59		50.4	26	300		0.04	3.86		0.27	5		44.8	
2025-06-20	500	5.6		50.4	26	300		0.04	3.8		0.27	5		44.8	
2025-06-21	700	3.69		49.6	26	300		0.04	3.83		0.31	5		45.0	
2025-06-21	900	3.69		49.8	26	300		0.04	3.82		0.3	5		45.0	
2025-06-21	1100	3.69		51.5	27	310		0.04	3.67		0.32	5		45.1	
2025-06-21	1300	4.83		49.6	28	315		0.04	3.83		0.28	5		44.8	
2025-06-21	1500	3.65		48.5	42	410		0.04	3.8		0.28	5		45.0	
2025-06-21	1700	3.75		48.2	27	237		0.04	3.82		0.27	5		45.1	
2025-06-21	1900	3.74		48.5	32	314		0.04	3.84		0.26	5		45.2	
2025-06-21	2100	3.68		48.5	39	370		0.04	3.57		0.26	5		45.2	
2025-06-21	2300	3.68		48.5	36	370		0.04	3.57		0.27	5		45.2	
2025-06-21	100	3.69		48.8	23	256		0.04	3.78		0.27	5		45.2	
2025-06-21	300	3.74		49.5	23	250		0.04	3.78		0.27	5		45.2	
2025-06-21	500	3.76		49.5	23	250		0.04	3.79		0.27	5		45.2	
2025-06-22	700	3.62		48.4	22	250		0.04	3.82		0.3	5		44.9	
2025-06-22	900	3.55		48.2	22	250		0.04	3.81		0.3	5		45.0	
2025-06-22	1100	3.49		48	22	250		0.04	3.81		0.31	5		45.1	
2025-06-22	1300	3.45		47.9	22	250		0.05	3.56		0.3	5		44.7	
2025-06-22	1500	3.43		46.6	21	245		0.05	3.56		0.29	5		44.8	
2025-06-22	1700	3.38		47.8	21	241		0.05	3.59		0.29	5		44.8	
2025-06-22	1900	3.41		47.7	21	240		0.05	3.63		0.31	5		44.8	
2025-06-22	2100	3.44		47.6	19	219		0.05	3.65		0.3	5		44.7	
2025-06-22	2300	3.43		47.8	19	219		0.05	3.45		0.32	5		44.9	
2025-06-22	100	3.43		48.3	20	220		0.05	3.61		0.32	5		44.8	
2025-06-22	300	3.4		47.4	20	220		0.05	3.75		0.28	5		44.6	
2025-06-22	500	3.42		-	19	218		0.05	3.81		0.3	5		44.7	
2025-06-23	700	3.36		49.2	14	188		0.05	3.81		0.33	5		44.9	
2025-06-23	900	3.42		48.8	14	180		0.05	3.3		0.34	5		44.8	
2025-06-23	1100	3.36		49.1	16	152		0.04	3.68		0.37	5		43.8	
2025-06-23	1300	3.47		48.5	15	132		0.04	2.94		0.32	5		43.2	
2025-06-23	1500	3.47		48.5	14	130		0.04	2.98		0.33	5		43.2	
2025-06-23	1700	3.46		48.3	13	130		0.04	3.17		0.31	5		43.3	
2025-06-23	1900	3.48		48.4	13	130		0.04	3.45		0.31	5		43.2	
2025-06-23	2100	3.5		48.5	13	130		0.04	3.55		0.31	5		43.2	
2025-06-23	2300	3.3		47.2	11	128		0.04	3.63		0.3	5		44.3	
2025-06-23	100	3.3		48.8	12	128		0.04	3.75		0.3	5		44.3	
2025-06-23	300	3.29		48.6	11	128		0.04	3.8		0.31	5		44.4	
2025-06-23	500	3.29		48.1	11	128		0.03	3.81		0.33	5		44.4	
2025-06-24	700	3.3		48.5	11	128		0.04	3.79		0.33	5		44.6	
2025-06-24	900	3.33		48.2	10	120		0.04	3.78		0.33	5		44.8	
2025-06-24	1100	3.44		48	10	120		0.04	3.82		0.33	5		44.9	
2025-06-24	1300	3.47		48	11	128		0.04	3.8		0.32	5		44.8	
2025-06-24	1500	3.46		48	11	130		0.04	3.78		0.33	5		44.6	
2025-06-24	1700	3.47		48.3	13	130		0.04	3.79		0.32	5		44.6	
2025-06-24	1900	3.5		48.3	18	220		0.04	3.78		0.33	5		44.8	
2025-06-24	2100	3.54		49.6	21	245		0.04	3.81		0.33	5		44.8	
2025-06-24	2300	3.92		49.5	22	245		0.04	3.82		0.32	5		44.8	
2025-06-24	100	3.81		49.3	24	250		0.04	3.82		0.32	5		44.8	
2025-06-24	300	3.75		49	26	300		0.04	3.82		0.32	5		44.6	
2025-06-24	500	3.7		48.9	30	310		0.04	3.81		0.35	5		44.8	
2025-06-25	700	3.67		48	30	310		0.04	3.78		0.35	5		44.5	
2025-06-25	900	3.7		48.4	29	274		0.04	3.78		0.35	5		44.9	
2025-06-25	1100	3.74		48.6	25	268		0.05	3.83		0.36	5		44.8	
2025-06-25	1300	3.62		48.4	23	245		0.05	3.8		0.35	5		44.9	
2025-06-25	1500	3.61		48.4	21	245		0.05	3.79		0.35	5		44.8	
2025-06-25	1700	3.62		48.2	32	314		0.05	3.8		0.35	5		44.9	
2025-06-25	1900	3.6		48.2	31	314		0.05	3.8		0.35	5		44.8	
2025-06-25	2100	3.64		48.5	25	268		0.05	3.8		0.35	5		44.9	
2025-06-25	2300	3.62		48.5	24	251		0.06	3.83		0.37	5		44.8	
2025-06-25	100	3.61		48.6	25	251		0.05	3.83		0.37	5		44.8	
2025-06-25	300	3.59		48.4	25	251		0.08	3.82		0.38	5		44.7	
2025-06-25	500	3.59		48.4	25	251		0.05	3.82		0.38	5		44.7	
2025-06-26	700	3.56		48.3	26	273		0.05	3.82		0.38	5		44.8	
2025-06-26	900	3.55		48.4	25	262		0.05	3.82		0.38	5		44.8	
2025-06-26	1100	3.76		48.3	21	260		0.05	3.82		0.39	5		44.8	
2025-06-26	1300	3.79		48.2	21	260		0.05	3.82		0.38	5		44.8	
2025-06-26	1500	3.79		48.2	21	260		0.06	3.79		0.36	5		44.8	
2025-06-26	1700	3.78		49.9	21	260		0.06	3.79		0.36	5		44.9	
2025-06-26	1900	3.76		48.2	22	260		0.06	3.79		0.36	5		44.8	
2025-06-26	2100	3.74		48.2	23	260		0.06	3.79		0.36	5		44.9	
2025-06-26	2300	3.5		48.3	22	260		0.06	3.83		0.36	5		44.6	
2025-06-26	100	3.35		48.8	22	260		0.06	3.83		0.36	5		44.7	
2025-06-26	300	3.34		48.3	22	260		0.06	3.82		0.41	5		44.6	
2025-06-26	500	3.33		48.6	19	220		0.06	3.82		0.41	5		44.5	
2025-06-27	700	3.32		48.5	18	174		0.06	3.78		0.41	5		44.8	
2025-06-27	900	3.31		48.5	19	226		0.06	3.78		0.41	5		44.5	
2025-06-27	1100	3.35		48.2	20	232		0.04	3.82		0.41	5		44.3	
2025-06-27	1300	3.44		48.2	18	174		0.04	3.78		0.43	5		44.4	
2025-06-27	1500	3.44		48.2	19	175		0.04	3.75		0.45	5		44.8	
2025-06-27	1700	3.42		48.2	18	175		0.04	3.73		0.44	5		44.6	
2025-06-27	1900	3.43		48.4	16	170		0.04	3.79		0.4	5		44.6	
2025-06-27	2100	3.44		48.5	16	170		0.04	3.8		0.39	5		44.8	
2025-06-27	2300	3.43		48.5	15	170		0.04	3.82		0.38	5		44.7	
2025-06-27	100	3.28		48.6	15	170		0.04	3.82		0.38	5		44.7	
2025-06-27	300	3.29		48.7	15	170		0.04	3.82		0.4	5		44.6	
2025-06-27	500	3.36		48.5	15	170		0.04	3.82		0.4	5		44.6	
2025-06-28	700	3.31		48.4	15	150		0.06	3.56		0.41	5		44.6	
2025-06-28	900	3.32		48.5	15	150		0.06	3.76		0.41	5		44.6	
2025-06-28	1100	3.39		48	21	184		0.06	3.82		0.4	5		44.7	
2025-06-28	1300	3.4		48.4	14	131		0.06	3.68		0.4	5		44.8	
2025-06-28	1500	3.62		48.4	15	131		0.04	3.79		0.4	5		44.6	
2025-06-28	1700	3.53		48.3	14	131		0.04	3.81		0.39	5		44.7	
2025-06-28	1900	3.59		48.4	16	172		0.04	3.76		0.39	5		44.8	
2025-06-28	2100	3.59		48.2	16	172		0.04	3.79		0.39	5		44.8	
2025-06-28	2300	3.75		48.3	16	172		0.04	3.82		0.4	5		44.8	
2025-06-28	100	3.66		48.5	16	172		0.04	3.82		0.4	5		44.8	
2025-06-28	300	3.61		48.3	16	172		0.04	3.82		0.43	5		44.7	
2025-06-28	500	3.61		48.3	20	180		0.04	3.82		0.43	5		44.7	
2025-06-29	700	3.57		48.2	20	180		0.04	3.82		0.43	5		44.7	
2025-06-29	900	3.55		48.5	20	180		0.04	3.82		0.43	5		44.6	
2025-06-29	1100	3.48		48.4	19	172		0.04	3.82		0.43	5		44.6	
2025-06-29	1300	3.81		48.5	18	168		0.04	3.82		0.43	5		44.7	
2025-06-29	1500	3.81		48.5	18	168		0.05	3.82		0.41	5		44.6	
2025-06-29	1700	3.79		48.6	20	180		0.05	3.81		0.41	5		44.7	
