Data	Time	River Level	Unnamed: 3	R/W FLOW	R/W NTU	R/W CLR	Unnamed: 7	FILT. NTU	C/W WELL LEVEL	Unnamed: 10	NTU	CLR	Unnamed: 13	T/W FLOW	Unnamed: 15
2025-07-06	100	3.87		48.7	24	284		0.04	3.81		0.5	5		45.0	
2025-07-06	300	3.84		48.8	24	284		0.04	3.81		0.49	5		45.1	
2025-07-06	500	3.82		48.8	22	241		0.04	3.81		0.49	5		45.2	
2025-07-07	700	3.82		49.6	22	241		0.04	3.81		0.5	5		45.0	 
2025-07-07	900	3.81		49.5	20	240		0.04	3.84		0.49	5		45.4	
2025-07-07	1100	3.82		50.3	19	238		0.04	3.83		0.49	5		45.6	
2025-07-07	1300	3.84		50.0	18	235		0.04	3.82		0.53	5		45.5	
2025-07-07	1500	3.85		49.0	150	600		0.04	3.82		0.51	5		45.6	
2025-07-07	1700	3.88		49.1	25	300		0.04	3.82		0.51	5		45.6	
2025-07-07	1900	3.89		49.3	20	250		0.04	3.82		0.51	5		45.8	
2025-07-07	2100	3.89		48.5	19	238		0.04	3.82		0.51	5		45.5	
2025-07-07	2300	3.88		48.8	19	238		0.04	3.8		0.51	5		46.0	
2025-07-07	100	3.82		49.3	19	238		0.04	3.81		0.5	5		45.3	
2025-07-07	300	3.84		49.8	17	216		0.04	3.81		0.49	5		45.4	
2025-07-07	500	3.86		49.2	17	216		0.04	3.8		0.49	5		45.6	
2025-07-08	700	3.69		49.1	17	216		0.04	3.78		0.49	5		45.9	
2025-07-08	900	3.7		49.1	17	216		0.04	3.85		0.66	5		45.0	
2025-07-08	1100	3.62		48.7	19	225		0.04	3.82		0.49	5		44.5	
2025-07-08	1300	3.58		48.8	19	225		0.04	3.83		0.52	5		44.5	
2025-07-08	1500	3.55		49.3	20	230		0.04	3.83		0.52	5		44.8	
2025-07-08	1700	3.48		47.8	20	230		0.04	3.82		0.53	5		44.7	
2025-07-08	1900	3.51		47.6	20	230		0.04	3.81		0.53	5		44.4	
2025-07-08	2100	3.52		48.5	17	216		0.04	3.62		0.53	5		44.6	
2025-07-08	2300	3.5		48.8	19	225		0.04	3.71		0.53	5		44.7	
2025-07-08	100	3.51		47.6	17	216		0.04	3.78		0.5	5		44.5	
2025-07-08	300	3.49		48.4	14	194		0.04	3.8		0.49	5		44.6	
2025-07-08	500	3.48		49.0	14	194		0.04	3.81		0.49	5		44.4	
2025-07-09	700	3.68		49.0	15	200		0.04	3.77		0.49	5		44.8	
2025-07-09	900	3.84		49.0	20	230		0.04	3.68		0.49	5		44.8	
2025-07-09	1100	3.84		49.2	50	400		0.04	3.75		0.5	5		45.1	
2025-07-09	1300	3.82		49.1	20	230		0.04	3.79		0.53	5		45.2	
2025-07-09	1500	3.95		47.9	19	225		0.04	3.63		0.53	5		45.2	
2025-07-09	1700	3.93		48.2	46	465		0.04	3.64		0.53	5		45.1	
2025-07-09	1900	3.99		48.0	29	274		0.03	3.62		0.53	5		45.1	
2025-07-09	2100	3.99		48.0	27	261		0.03	3.4		0.54	5		45.0	
2025-07-09	2300	4.06		48.6	26	261		0.08	3.51		0.54	5		45.2	
2025-07-09	100	3.86		47.8	28	276		0.04	3.68		0.52	5		45.1	
2025-07-09	300	3.84		48.2	28	276		0.04	3.76		0.51	5		45.1	
2025-07-09	500	3.82		48.1	30	284		0.04	3.8		0.51	5		45.0	
2025-07-10	700	4.35		49.0	39	350		0.03	3.68		0.59	5		45.3	
2025-07-10	900	4.42		49.0	50	400		0.03	3.6		0.5	5		45.3	
2025-07-10	1100	4.37		49.5	78	550		0.03	3.73		0.54	5		45.1	
2025-07-10	1300	4.22		49.3	78	550		0.03	3.58		0.54	5		44.8	
2025-07-10	1500	4.21		49.7	71	540		0.03	3.7		0.56	5		44.6	
2025-07-10	1700	4.07		48.9	38	350		0.03	3.7		0.64	5		44.8	
2025-07-10	1900	4.06		48.2	31	330		0.04	3.68		0.55	5		44.8	
2025-07-10	2100	4.09		48.5	30	315		0.04	3.5		0.54	5		44.8	
2025-07-10	2300	4.08		48.3	29	210		0.04	3.63		0.54	5		44.6	
2025-07-10	100	4.09		48.5	24	264		0.04	3.72		0.54	5		44.4	
2025-07-10	300	4.07		48.6	23	264		0.04	3.8		0.51	5		44.7	
2025-07-10	500	4.03		46.6	21	230		0.04	3.81		0.51	5		44.7	
2025-07-11	700	3.8		49.7	20	228		0.04	3.82		0.51	5		45.2	
2025-07-11	900	3.72		49.6	20	228		0.04	3.82		0.51	5		45.3	
2025-07-11	1100	3.93		54.3	23	248		0.04	3.83		0.51	5		45.3	
2025-07-11	1300	3.81		51.5	24	251		0.04	3.84		0.54	5		45.5	
2025-07-11	1500	3.7		49.0	25	261		0.04	3.7		0.54	5		45.5	
2025-07-11	1700	3.6		49.1	22	246		0.04	3.81		0.54	5		45.6	
2025-07-11	1900	3.58		48.0	21	218		0.04	3.78		0.54	5		45.4	
2025-07-11	2100	3.57		48.5	22	224		0.04	3.86		0.54	5		45.4	
2025-07-11	2300	3.58		48.6	22	224		0.04	3.76		0.54	5		45.3	
2025-07-11	100	3.57		48.5	22	224		0.04	3.8		0.54	5		45.2	
2025-07-11	300	3.56		48.3	23	218		0.04	3.81		0.54	5		45.3	
2025-07-11	500	3.54		48.4	23	218		0.04	3.82		0.54	5		45.4	
2025-07-12	700	3.45		48.7	21	228		0.04	3.79		0.53	5		45.6	
2025-07-12	900	3.46		48.6	21	228		0.04	3.61		0.53	5		45.6	
2025-07-12	1100	3.64		48.8	20	225		0.04	3.41		0.53	5		45.4	
2025-07-12	1300	3.48		48.7	19	215		0.04	3.48		0.56	5		45.4	
2025-07-12	1500	3.45		48.5	19	215		0.04	3.22		0.57	5		45.4	
2025-07-12	1700	3.71		48.5	19	215		0.04	3.27		0.86	5		45.4	
2025-07-12	1900	3.36		48.5	19	215		0.04	3.3		0.86	5		45.4	
2025-07-12	2100	3.36		48.5	18	200		0.04	3.3		0.86	5		45.3	
2025-07-12	2300	3.36		49.0	20	228		0.04	3.3		0.86	5		45.4	
2025-07-12	100	3.35		49.0	15	200		0.05	3.48		0.54	5		45.4	
2025-07-12	300	3.34		49.0	15	200		0.05	3.79		0.54	5		45.4	
2025-07-12	500	3.32		49.0	15	200		0.05	3.8		0.54	5		45.4	
2025-07-13	700	3.45		48.5	15	192		0.04	3.83		0.53	5		45.7	
2025-07-13	900	3.75		48.6	15	192		0.04	3.83		0.53	5		45.8	
2025-07-13	1100	4.31		48.8	16	198		0.04	3.83		0.54	5		45.7	
2025-07-13	1300	4.45		51.5	26	280		0.03	3.84		0.55	5		45.8	
2025-07-13	1500	4.51		48.5	32	300		0.03	3.84		0.55	5		45.8	
2025-07-13	1700	4.33		48.4	91	900		0.04	3.84		0.55	5		45.7	
2025-07-13	1900	4.2		48.6	109	1008		0.05	3.82		0.55	5		45.8	
2025-07-13	2100	4.04		48.4	89	874		0.08	3.82		0.55	5		45.8	
2025-07-13	2300	4.03		48.2	74	786		0.08	3.82		0.58	5		45.6	
2025-07-13	100	4.01		48.0	48	398		0.07	3.8		0.58	5		44.9	
2025-07-13	300	4.04		48.4	40	342		0.07	3.83		0.58	5		44.3	
2025-07-13	500	4.06		48.6	40	342		0.07	3.83		0.58	5		45.7	
2025-07-14	700	4.3		48.5	38	314		0.06	3.82		0.55	5		45.7	
2025-07-14	900	4.28		49.4	36	298		0.05	3.83		0.55	5		45.0	
2025-07-14	1100	4.28		48.5	40	342		0.05	3.82		0.57	5		45.4	
2025-07-14	1300	4.2		48.5	49	374		0.05	3.8		0.57	5		45.4	
2025-07-14	1500	4.19		48.5	56	420		0.07	3.68		0.58	5		48.4	
2025-07-14	1700	-		48.5	49	374		0.09	3.58		0.92	5		48.4	
2025-07-14	1900	-		48.5	40	342		0.08	3.55		0.67	5		48.4	
2025-07-14	2100	-		48.5	34	300		0.06	3.47		0.61	5		48.4	
2025-07-14	2300	3.79		54.3	33	296		0.05	3.43		0.59	5		44.6	
2025-07-14	100	3.77		51.5	31	290		0.05	3.57		0.57	5		44.6	
2025-07-14	300	3.75		49.7	27	288		0.05	3.6		0.56	5		44.7	
2025-07-14	500	3.64		49.4	24	265		0.05	3.65		0.55	5		44.7	
2025-07-15	700	3.62		50.0	23	251		0.05	3.56		0.55	5		44.8	
2025-07-15	900	3.59		49.8	23	251		0.05	3.57		0.55	5		44.9	
2025-07-15	1100	3.53		50.0	22	241		0.05	3.57		0.55	5		44.8	
2025-07-15	1300	3.67		49.8	22	241		0.06	3.64		0.6	5		44.5	
2025-07-15	1500	-		49.8	21	240		0.07	3.75		0.59	5		44.5	
2025-07-15	1700	-		49.8	20	240		0.07	3.74		0.6	5		44.5	
2025-07-15	1900	-		49.8	19	215		0.09	3.6		0.68	5		44.6	
2025-07-15	2100	-		49.8	18	215		0.07	3.81		0.64	5		44.6	
2025-07-15	2300	3.48		50.3	17	212		0.07	3.84		0.61	5		44.9	
2025-07-15	100	3.48		49.3	17	212		0.07	3.82		0.61	5		44.8	
2025-07-15	300	3.48		48.8	14	200		0.06	3.83		0.57	5		44.9	
2025-07-15	500	3.44		49.3	14	200		0.06	3.83		0.57	5		45.1	
2025-07-16	700	3.43		50.0	13	174		0.06	3.81		0.57	5		45.1	
2025-07-16	900	3.4		50.0	14	192		0.06	3.56		0.59	5		45.2	
2025-07-16	1100	3.38		49.8	12	162		0.06	3.82		0.58	5		45.0	
2025-07-16	1300	3.46		49.6	12	162		0.08	3.85		0.6	5		44.9	
2025-07-16	1500	3.56		49.6	12	162		0.09	3.82		0.62	5		44.9	
2025-07-16	1700	-		49.6	12	162		0.09	3.79		0.65	5		44.9	
2025-07-16	1900	-		49.9	12	162		0.09	3.8		0.92	5		44.9	
2025-07-16	2100	-		49.9	12	162		0.1	3.81		0.74	5		44.8	
2025-07-16	2300	3.35		52.1	10	159		0.11	3.84		0.68	5		45.0	
2025-07-16	100	3.37		49.8	10	159		0.12	3.83		0.65	5		45.2	
2025-07-16	300	3.41		49.8	10	159		0.12	3.83		0.61	5		45.1	
2025-07-16	500	3.36		49.8	10	159		0.12	3.83		0.61	5		45.0	
2025-07-17	700	3.35		49.5	9	142		0.12	3.83		0.61	5		45.0	
2025-07-17	900	3.33		49.5	10	159		0.12	3.82		0.61	5		45.0	
2025-07-17	1100	3.29		49.7	10	159		0.14	3.82		0.62	5		45.1	
2025-07-17	1300	3.27		49.6	10	159		0.14	3.84		0.66	5		44.9	
2025-07-17	1500	-		44.7	10	159		0.14	3.81		0.64	5		44.9	
2025-07-17	1700	-		44.6	10	159		0.08	3.66		0.66	5		44.9	
2025-07-17	1900	-		44.7	10	159		0.11	3.81		0.65	5		44.9	
2025-07-17	2100	-		44.6	10	159		0.11	3.81		0.64	5		44.9	
2025-07-17	2300	3.36		49.8	8	142		0.11	3.83		0.63	5		44.9	
2025-07-17	100	3.4		49.3	7	140		0.11	3.8		0.63	5		45.0	
2025-07-17	300	3.43		49.0	7	140		0.08	3.83		0.6	5		44.9	
2025-07-17	500	3.36		49.6	7	140		0.08	3.83		0.6	5		44.9	
2025-07-18	700	3.35		49.5	8	150		0.09	3.82		0.6	5		44.9	
2025-07-18	900	3.32		49.5	8	180		0.1	3.82		0.6	5		44.9	
2025-07-18	1100	3.28		49.6	20	210		0.1	3.82		0.63	5		44.9	
2025-07-18	1300	-		49.5	15	190		0.04	3.76		0.65	5		44.7	
2025-07-18	1500	-		49.6	15	190		0.05	3.82		0.62	5		44.8	
2025-07-18	1700	-		49.6	15	190		0.04	3.8		0.65	5		44.9	
2025-07-18	1900	-		49.5	23	250		0.04	3.78		0.69	5		44.9	
2025-07-18	2100	-		49.6	17	212		0.04	3.82		0.65	5		44.8	
2025-07-18	2300	3.47		51.1	15	189		0.04	3.84		0.63	5		45.0	
2025-07-18	100	3.48		49.8	15	189		0.04	3.84		0.6	5		45.1	
2025-07-18	300	3.54		48.8	13	180		0.04	3.82		0.6	5		45.1	
2025-07-18	500	3.5		49.5	13	180		0.04	3.83		0.6	5		45.0	
2025-07-19	700	3.46		51.4	13	180		0.04	3.84		0.6	5		44.9	
2025-07-19	900	3.43		51.2	14	182		0.04	3.84		0.6	5		44.9	
2025-07-19	1100	3.37		51.0	16	200		0.04	3.84		0.6	5		44.9	
2025-07-19	1300	3.34		51.1	18	215		0.04	3.84		0.61	5		44.9	
2025-07-19	1500	3.32		49.9	18	215		0.04	3.84		0.63	5		44.8	
2025-07-19	1700	3.33		49.6	21	217		0.05	3.81		0.63	5		44.6	
2025-07-19	1900	3.31		49.7	21	217		0.05	3.82		0.63	5		44.7	
2025-07-19	2100	-		50.4	21	217		0.05	3.82		0.63	5		44.6	
2025-07-19	2300	3.28		50.3	25	250		0.05	3.82		0.63	5		45.0	
2025-07-19	100	3.27		50.2	23	244		0.05	3.81		0.6	5		45.1	
2025-07-19	300	3.27		50.0	21	217		0.05	3.8		0.56	5		45.1	
2025-07-19	500	3.29		50.1	20	217		0.05	3.8		0.56	5		48.0	
2025-07-20	700	3.27		49.5	18	172		0.05	3.82		0.6	5		45.0	
2025-07-20	900	3.23		49.5	20	209		0.05	3.82		0.6	5		45.0	
2025-07-20	1100	3.2		49.5	16	100		0.05	3.83		0.6	5		45.2	
2025-07-20	1300	3.17		49.5	15	91		0.05	3.82		0.6	5		45.0	
2025-07-20	1500	-		49.5	15	91		0.05	3.78		0.61	5		45.0	
2025-07-20	1700	-		49.5	15	91		0.05	3.78		0.63	5		45.0	
2025-07-20	1900	-		49.5	16	100		0.06	3.82		0.63	5		45.0	
2025-07-20	2100	-		49.5	15	91		0.06	3.8		0.63	5		45.0	
2025-07-20	2300	3.19		48.6	14	131		0.06	3.83		0.61	5		44.6	
2025-07-20	100	3.18		48.8	12	130		0.05	3.65		0.61	5		44.5	
2025-07-20	300	3.18		48.6	12	130		0.05	3.73		0.59	5		44.6	
2025-07-20	500	3.18		48.3	12	130		0.05	3.81		0.59	5		44.6	
2025-07-21	700	3.21		48.8	12	130		0.04	3.76		0.59	5		44.6	
2025-07-21	900	-		48.6	12	130		0.04	3.62		0.64	5		44.6	
2025-07-21	1100	-		48.6	12	130		0.04	3.76		0.66	5		44.6	
2025-07-21	1300	-		48.6	11	130		0.04	3.6		0.63	5		44.6	
2025-07-21	1500	3.28		46.6	11	130		0.03	3.57		0.62	5		46.6	
2025-07-21	1700	3.28		49.5	11	130		0.03	3.41		0.62	5		46.4	
2025-07-21	1900	3.24		48.2	12	138		0.03	3.5		0.62	5		46.2	
2025-07-21	2100	3.24		48.2	12	138		0.03	3.5		0.62	5		46.3	
2025-07-21	2300	3.25		50.4	12	136		0.03	3.52		0.62	5		46.3	
2025-07-21	100	3.22		50.5	11	127		0.03	3.6		0.62	5		46.2	
2025-07-21	300	3.21		50.4	11	127		0.03	3.62		0.6	5		46.4	
2025-07-21	500	3.2		49.7	10	109		0.03	3.68		0.59	5		46.2	
2025-07-22	700	-		49.7	130	12		0.04	3.62		0.6	5		46.4	
2025-07-22	900	-		49.7	130	12		0.05	3.62		0.6	5		46.4	
2025-07-22	1100	-		49.6	130	11		0.04	3.62		0.6	5		46.5	
2025-07-22	1300	-		49.6	200	16		0.05	3.46		0.63	5		46.4	
2025-07-22	1500	3.13		50.1	13	165		0.04	3.35		0.63	5		45.8	
2025-07-22	1700	3.11		49.9	13	165		0.04	3.3		0.63	5		45.9	
2025-07-22	1900	3.13		49.1	13	165		0.04	3.32		0.63	5		45.9	
2025-07-22	2100	3.14		52.8	14	170		0.04	3.34		0.63	5		45.9	
2025-07-22	2300	3.12		52.5	13	165		0.04	3.42		0.63	5		46.3	
2025-07-22	100	3.1		51.2	13	165		0.04	3.58		0.8	5		46.2	
2025-07-22	300	3.1		50.1	13	165		0.04	3.68		0.6	5		46.3	
2025-07-22	500	3.1		52.0	13	165		0.04	3.61		0.6	5		46.3	
2025-07-23	700	3.1		49.9	14	200		0.04	3.52		0.61	5		46.2	
2025-07-23	900	-		49.9	13	200		0.04	3.57		0.61	5		46.3	
2025-07-23	1100	-		49.9	11	130		0.04	3.56		0.62	5		46.2	
2025-07-23	1300	-		49.9	11	130		0.04	3.74		0.64	5		46.3	
2025-07-23	1500	3.05		50.0	11	130		0.04	3.71		0.64	5		46.8	
2025-07-23	1700	3.05		49.8	11	130		0.04	3.69		0.64	5		46.9	
2025-07-23	1900	3.35		50.1	10	130		0.04	3.83		0.63	5		46.9	
2025-07-23	2100	3.38		50.1	9	127		0.04	3.81		0.64	5		46.9	
2025-07-23	2300	3.38		51.0	9	127		0.04	3.78		0.64	5		46.9	
2025-07-23	100	3.37		50.8	10	130		0.04	3.78		0.64	5		47.0	
2025-07-23	300	3.36		50.6	10	130		0.04	3.78		0.64	5		47.1	
2025-07-23	500	3.36		50.4	10	130		0.04	3.78		0.61	5		47.0	
2025-07-24	700	3.35		49.9	9	127		0.05	3.78		0.62	5		47.0	
2025-07-24	900	-		49.9	9	127		0.05	3.76		0.62	5		47.0	
2025-07-24	1100	-		49.9	9	127		0.06	3.81		0.68	5		47.0	
2025-07-24	1300	-		49.8	7	120		0.05	3.8		0.68	5		47.0	
2025-07-24	1500	3.3		49.9	7	120		0.05	3.84		0.69	5		46.4	
2025-07-24	1700	3.31		49.3	8	120		0.08	3.83		0.69	5		46.7	
2025-07-24	1900	3.34		49.5	8	120		0.05	3.83		0.69	5		46.7	
2025-07-24	2100	3.36		49.3	8	120		0.05	3.82		0.69	5		46.6	
2025-07-24	2300	3.36		49.5	8	120		0.05	3.82		0.67	5		46.7	
2025-07-24	100	3.36		50.2	8	120		0.08	3.82		0.64	5		46.6	
2025-07-24	300	3.34		50.1	8	120		0.08	3.82		0.64	5		46.6	
2025-07-24	500	3.35		50.1	8	120		0.05	3.82		0.64	5		46.6	
2025-07-25	700	3.35		50.1	7	120		0.06	3.8		0.65	5		46.6	
2025-07-25	900	-		50.1	7	120		0.07	3.66		0.67	5		46.6	
2025-07-25	1100	-		50.2	9	127		0.06	3.8		0.69	5		46.7	
2025-07-25	1300	-		50.1	8	127		0.08	3.8		0.68	5		46.7	
2025-07-25	1500	3.4		49.9	8	120		0.08	3.83		0.71	5		46.7	
2025-07-25	1700	3.37		49.8	12	125		0.05	3.83		0.66	5		46.6	
2025-07-25	1900	3.39		49.9	11	123		0.05	3.82		0.65	5		46.6	
2025-07-25	2100	3.42		49.4	11	123		0.05	3.82		0.65	5		46.7	
2025-07-25	2300	3.44		49.8	11	123		0.05	3.81		0.65	5		46.6	
2025-07-25	100	3.42		50.4	10	119		0.05	3.81		0.66	5		46.7	
2025-07-25	300	3.42		50.5	9	110		0.05	3.81		0.67	5		46.6	
2025-07-25	500	3.44		50.5	9	110		0.05	3.81		0.68	5		46.6	
2025-07-26	700	3.44		50.5	9	127		0.05	3.76		0.69	5		46.6	
2025-07-26	900	3.42		49.8	9	127		0.05	3.8		0.69	5		46.4	
2025-07-26	1100	3.44		50.1	9	127		0.05	3.83		0.68	5		47.2	
2025-07-26	1300	3.43		49.9	9	127		0.05	3.83		0.68	5		47.1	
2025-07-26	1500	3.3		49.9	10	130		0.05	3.83		0.66	5		47.1	
2025-07-26	1700	3.26		49.9	32	334		0.05	3.87		0.67	5		47.2	
2025-07-26	1900	3.29		49.7	10	130		0.05	3.83		0.63	5		47.0	
2025-07-26	2100	3.31		49.8	10	130		0.05	3.8		0.64	5		47.0	
2025-07-26	2300	3.33		49.8	10	120		0.05	3.83		0.63	5		47.0	
2025-07-26	100	3.33		50.2	11	131		0.05	3.82		0.64	5		47.0	
2025-07-26	300	3.33		50.4	11	131		0.05	3.82		0.65	5		47.0	
2025-07-26	500	3.3		50.5	11	131		0.05	3.82		0.65	5		47.0	
2025-07-27	700	3.28		49.8	11	131		0.05	3.8		0.65	5		47.1	
2025-07-27	900	3.22		49.3	10	128		0.05	3.81		0.69	5		47.0	
2025-07-27	1100	3.2		49.4	10	128		0.05	3.83		0.69	5		47.4	
2025-07-27	1300	3.21		49.6	9	117		0.05	3.52		0.68	5		47.3	
2025-07-27	1500	3.26		49.6	9	130		0.05	3.62		0.67	5		46.6	
2025-07-27	1700	3.17		49.7	9	130		0.05	3.62		0.67	5		46.6	
2025-07-27	1900	3.18		49.6	9	130		0.04	3.64		0.66	5		46.1	
2025-07-27	2100	3.18		49.5	9	130		0.04	3.66		0.66	5		46.2	
2025-07-27	2300	3.17		49.6	9	130		0.04	3.72		0.66	5		46.7	
2025-07-27	100	3.22		49.4	9	130		0.04	3.7		0.66	5		46.6	
2025-07-27	300	3.2		49.0	9	130		0.04	3.7		0.66	5		46.6	
2025-07-27	500	3.18		49.0	9	130		0.04	3.7		0.69	5		46.7	
2025-07-28	700	3.16		49.5	10	130		0.04	3.71		0.69	5		46.5	
2025-07-28	900	3.15		49.3	10	130		0.04	3.81		0.69	5		46.5	
2025-07-28	1100	3.15		49.0	10	130		0.04	3.81		0.69	5		46.4	
2025-07-28	1300	3.29		49.6	10	130		0.04	3.76		0.69	5		46.4	
2025-07-28	1500	3.29		50.8	9	125		0.06	3.41		0.76	5		46.1	
2025-07-28	1700	3.24		50.2	9	125		0.04	3.64		0.72	5		46.4	
2025-07-28	1900	3.26		50.0	9	125		0.04	3.8		0.71	5		46.6	
2025-07-28	2100	3.29		50.0	9	128		0.04	3.8		0.7	5		46.6	
2025-07-28	2300	3.29		50.9	9	125		0.05	3.79		0.7	5		46.6	
2025-07-28	100	-		47.8	9	125		0.05	3.79		0.7	5		46.6	
2025-07-28	300	-		47.5	9	125		0.05	3.77		0.7	5		46.5	
2025-07-28	500	-		47.1	9	125		0.06	3.77		0.7	5		46.5	
2025-07-29	700	3.29		49.4	8	124		0.05	3.79		0.69	5		46.7	
2025-07-29	900	3.28		49.0	7	121		0.05	3.8		0.69	5		46.8	
2025-07-29	1100	3.26		51.0	7	121		0.06	3.77		0.69	5		46.1	
2025-07-29	1300	3.27		51.0	7	121		0.05	3.67		0.69	5		46.1	
2025-07-29	1500	3.27		50.5	7	121		0.05	3.72		0.68	5		46.2	
