DATE	TIME	RIVER LEVEL	R/W PUMP DUTY	R/W FLOW	R/W NTU	R/W CLR	R/W PH	FILT. NTU	C/W WELL LEVEL	PH	NTU	CLR	CL2	F/RIDE	ALUM	T/W PUMP DUTY	T/W FLOW	18ML LEVEL	18ML FLOW	REMARKS
45757	2300.0	4.36	1	53.4	29	286	7	0.92	3.69	7.0	1.16	5	1.4	-	0.06	2+4	48.4			
45757	100.0	4.4	1	53.5	30	298	7	0.87	3.74	7.0	0.98	5	1.4	-	0.06	2+4	48.3			
45757	300.0	4.41	1	53.6	32	304	7	0.78	3.81	7.0	0.84	5	1.4	-	0.06	2+4	48.4			
45757	500.0	4.44	1	53.6	31	298	7	0.54	3.81	7.0	0.78	5	1.5	-	0.06	2+4	48.5			
45787	700.0	4.55	1	53.2	23	298	7	0.35	3.83	7.3	0.83	5	1.3	-	0.06	2+4	48.2			
45787	900.0	4.73	1	53.3	22	285	7	0.34	3.84	7.3	0.83	5	1.3	-	0.06	2+4	48.3			
45787	1100.0	4.72	1	53.1	22	285	7	0.34	3.84	7.3	0.75	5	1.3	-	0.06	2+4	48.6			
45787	1300.0	4.71	1	52.9	22	285	7	0.18	3.72	7.3	0.7	5	1.1	-	0.06	2+4	48.2			
45787	1500.0	4.69	1	52.0	21	240	7	0.21	3.83	7.3	0.64	5	1.1	-	0.06	2+4	48.3			
45787	1700.0	4.41	1	52.2	15	167	7	0.27	3.84	7.3	0.55	5	1.1	-	0.06	2+4	48.3			
45787	1900.0	4.67	1	53.6	5	83	7	0.08	3.83	7.3	0.53	5	1.3	-	0.06	2+4	48.3			
45787	2100.0	4.71	1	53.2	4	66	7	0.08	3.83	7.3	0.49	5	1.4	-	0.06	2+4	48.4			
45787	2300.0	4.7	1	52.8	3	61	7	0.11	3.81	7.3	0.47	5	1.3	-	0.06	2+4	48.4			
45787	100.0	4.68	1	53.1	4	66	7	0.09	3.81	7.3	0.46	5	1.3	-	0.06	2+4	48.3			
45787	300.0	4.55	1	53.2	4	66	7	0.08	3.81	7.3	0.46	5	1.4	-	0.06	2+4	48.4			
45787	500.0	4.54	1	53.3	4	66	7	0.08	3.81	7.3	0.45	5	1.4	-	0.06	2+4	48.3			
45818	700.0	4.27	1	53.0	32	278	7	0.12	3.8	7.3	0.43	5	1.4	-	0.06	2+4	48.3			
45818	900.0	4.47	1	53.0	30	261	7	0.12	3.8	7.3	0.43	5	1.4	-	0.06	2+4	48.0			
45818	1100.0	4.31	1	52.7	26	224	7	0.13	3.8	7.3	0.44	5	1.2	-	0.06	2+4	47.9			
45818	1300.0	4.08	1	54.0	26	224	7	0.12	3.5	7.3	0.47	5	1.1	-	0.06	2+4	47.3			
45818	1500.0	3.97	1	53.5	25	220	7	0.16	3.59	7.3	0.47	5	1	-	0.06	1+3	47.4			
45818	1700.0	3.91	1	53.7	23	220	7	0.1	3.84	7.3	0.54	5	1	-	0.06	1+3	47.6			
45818	1900.0	3.95	1	53.5	23	248	7	0.1	3.84	7.3	0.5	5	1	-	0.06	1+3	47.6			
45818	2100.0	3.95	1	53.2	23	285	7	0.1	3.84	7.3	0.48	5	1	-	0.06	1+3	47.5			
45818	2300.0	3.98	1	54.1	23	285	7	0.12	3.84	7.3	0.47	5	1	-	0.06	1+3	47.4			
45818	100.0	3.86	1	53.8	23	285	7	0.18	3.83	7.3	0.47	5	-	-	0.06	1+3	47.4			
45818	300.0	3.77	1	53.5	20	280	7	0.2	3.83	7.3	0.48	5	-	-	0.06	1+3	47.5			
45818	500.0	3.71	1	53.5	15	167	7	0.24	3.84	7.3	0.5	5	-	-	0.06	1+3	47.5			
45848	700.0	3.7	1	53.9	14	124	7	0.14	3.8	7.3	0.5	5	-	-	0.06	1+3	47.5			
45848	900.0	4.11	1	53.5	15	152	7	0.15	3.8	7.3	0.5	5	0.8	-	0.06	1+3	47.5			
45848	1100.0	3.92	1	54.0	15	152	7	0.12	3.8	7.3	0.49	5	0.8	-	0.06	1+3	47.5			
45848	1300.0	4.08	1	55.6	15	152	7	0.08	3.64	7.3	0.5	5	0.51	-	0.06	1+3	47.4			
45848	1500.0	4.06	1	53.8	20	248	7	0.1	3.54	7.3	0.49	5	0.7	-	0.06	1+3	47.3			
45848	1700.0	4.16	1	54.1	16	168	7	0.05	3.2	7.3	0.45	5	0.87	-	0.06	1+3	47.4			
45848	1900.0	4.15	1	54.0	16	168	7	0.06	2.8	7.3	0.45	5	0.87	-	0.06	1+3	47.4			
45848	2100.0	4.14	1	54.2	15	150	7	0.04	2.89	7.3	0.42	5	0.81	-	0.06	1+3	47.3			
45848	2300.0	3.93	1	54.6	16	158	7	0.06	3.02	7.3	0.42	5	0.88	-	0.06	1+3	46.6			
45848	100.0	3.69	1	54.3	16	158	7	0.07	3.55	7.3	0.42	5	0.9	-	0.06	1+3	46.8			
45848	300.0	3.55	1	53.8	16	158	7	0.1	3.73	7.3	0.42	5	0.98	-	0.06	1+3	46.7			
45848	500.0	3.51	1	53.5	14	124	7	0.12	3.84	7.3	0.43	5	1	-	0.06	1+3	46.7			
45879	700.0	3.48	1	53.5	13	114	7	0.1	3.79	7.3	0.43	5	1.5	-	0.06	1+3	47.4			
45879	900.0	3.52	1	53.5	14	124	7	0.1	3.79	7.3	0.43	5	1.5	-	0.06	1+3	47.4			
45879	1100.0	3.84	1	59.4	40	356	7	0.07	2.98	7.3	0.43	5	1.3	-	0.06	1+3	46.6			
45879	1300.0	5.6	1	54.0	13	117	7	0.15	2.96	7.3	0.47	5	1.7	-	0.06	1+3	46.9			
45879	1500.0	3.66	1	54.2	13	117	7	0.1	2.97	7.3	0.47	5	1.3	-	0.06	1+3	46.8			
45879	1700.0	3.63	1	53.8	15	136	7	0.14	2.92	7.3	0.48	5	1.6	-	0.06	1+3	46.6			
45879	1900.0	3.42	1	54.3	14	120	7	0.13	2.96	7.3	0.49	5	1.6	-	0.06	1+2	46.4			
45879	2100.0	3.43	1	53.8	13	117	7	0.12	3.03	7.7	0.48	5	1.6	-	0.06	1+3	46.5			
45879	2300.0	4.02	2	54.9	12	116	7	0.14	3.09	7.3	0.47	5	1.3	-	0.06	1+3	46.6			
45879	100.0	3.74	2	54.5	11	116	7	0.16	3.2	7.3	0.47	5	1.3	-	0.06	1+3	46.7			
45879	300.0	3.49	2	54.6	11	116	7	0.21	3.29	7.3	0.49	5	1.3	-	0.06	1+3	46.6			
45879	500.0	3.41	2	54.3	11	116	7	0.21	3.38	7.3	0.49	5	1.3	-	0.06	1+3	46.6			
45910	700.0	3.41	2	53.5	11	116	7	0.23	3.36	7.3	0.49	5	1.5	-	0.06	2+4	46.6			
45910	900.0	3.48	2	53.5	12	131	7	0.2	3.56	7.3	0.49	5	1.5	-	0.06	2+4	46.7			
45910	1100.0	3.52	2	54.0	10	101	7	0.22	3.78	7.3	0.55	5	1.5	-	0.06	2+4	46.8			
45910	1300.0	3.61	2	54.0	10	101	7	0.22	3.81	7.3	0.55	5	1.5	-	0.06	2+4	46.8			
45910	1500.0	3.58	2	53.8	10	101	7	0.23	3.83	7.3	0.55	5	1.3	-	0.06	1+3	46.7			
45910	1700.0	3.61	2	54.2	10	101	7	0.1	3.68	7.3	0.54	5	1.2	-	0.06	1+3	46.4			
45910	1900.0	3.62	2	54.1	10	101	7	0.09	3.83	7.3	0.53	5	1.2	-	0.06	1+3	46.8			
45910	2100.0	3.63	2	54.3	10	101	7	0.07	3.55	7.3	0.62	5	1.2	-	0.06	1+3	46.8			
45910	2300.0	3.65	2	54.6	10	101	7	0.05	3.4	7.3	0.5	5	1.3	-	0.06	1+3	46.6			
45910	100.0	3.89	2	54.3	10	101	7	0.09	3.53	7.3	0.5	5	1.3	-	0.06	1+3	46.7			
45910	300.0	3.52	2	54.3	10	101	7	0.09	3.75	7.3	0.45	5	1.2	-	0.06	1+3	46.8			
45910	500.0	3.42	2	54.1	10	101	7	0.08	3.84	7.3	0.45	5	1.2	-	0.06	1+3	46.7			
45940	700.0	3.4	2	54.3	10	101	7	0.09	3.81	7.3	0.45	5	1.2	-	0.06	1+3	46.7			
45940	900.0	3.37	2	54.2	10	101	7	0.09	3.81	7.3	0.45	5	1.3	-	0.06	1+3	46.8			
45940	1100.0	3.9	2	54.2	9	87	7	0.09	3.84	7.3	0.46	5	1.3	-	0.06	1+3	46.9			
45940	1300.0	3.63	2	53.6	9	87	7	0.08	3.84	7.3	0.48	5	1.2	-	0.06	1+3	47.3			
45940	1500.0	3.65	2	54.1	11	110	7	0.09	3.84	7.3	0.48	5	1.2	-	0.06	1+3	47.2			
45940	1700.0	3.61	2	53.8	11	110	7	0.06	3.84	7.3	0.48	5	1.2	-	0.06	1+3	47.4			
45940	1900.0	3.6	2	54.1	11	110	7	0.06	3.84	7.3	0.48	5	1.3	-	0.06	1+3	47.2			
45940	2100.0	3.61	2	53.7	12	124	7	0.06	3.84	7.3	0.47	5	1.3	-	0.06	1+3	47.2			
45940	2300.0	3.62	2	52.6	12	124	7	0.08	3.84	7.3	0.47	5	1.1	-	0.06	1+3	47.2			
45940	100.0	4.2	2	52.6	13	124	7	0.1	3.84	7.3	0.47	5	1.1	-	0.06	1+3	47.2			
45940	300.0	3.89	2	52.7	13	124	7	0.15	3.84	7.3	0.47	5	1.1	-	0.06	1+3	47.2			
45940	500.0	3.8	2	52.6	13	124	7	0.19	3.84	7.3	0.47	5	1.1	-	0.06	1+3	47.2			
45971	700.0	3.91	2	53.1	14	149	7	0.13	3.84	7.3	0.48	5	1.4	-	0.05	1+3	47.1			
45971	900.0	3.93	2	53.0	13	142	7	0.13	3.82	7.3	0.48	5	1.1	-	0.05	1+3	47.2			
45971	1100.0	4.15	2	52.9	15	156	7	0.11	3.84	7.3	0.48	5	1.1	-	0.05	1+3	47.2			
45971	1300.0	4.18	2	53.0	12	134	7	0.1	3.84	7.3	0.5	5	1	-	0.05	1+3	47.1			
45971	1500.0	4.19	2	53.2	12	134	7	0.11	3.84	7.3	0.49	5	1.1	-	0.05	1+3	47.3			
45971	1700.0	3.69	2	53.1	11	118	7	0.11	3.84	7.3	0.49	5	1.1	-	0.05	1+3	47.2			
45971	1900.0	3.68	2	52.8	11	118	7	0.1	3.84	7.3	0.5	5	1	-	0.05	1+3	47.4			
45971	2100.0	3.64	2	53.0	11	118	7	0.11	3.84	7.3	0.49	5	1.1	-	0.05	1+3	47.3			
45971	2300.0	3.69	2	53.5	15	156	7	0.12	3.84	7.3	0.5	5	1.1	-	0.05	1+3	47.1			
45971	100.0	4.0	2	53.6	15	156	7	0.12	3.6	7.3	0.5	5	1.1	-	0.05	1+3	47.0			
45971	300.0	3.55	2	53.5	17	160	7	0.14	3.75	7.3	0.47	5	1	-	0.05	1+3	47.2			
45971	500.0	3.58	2	53.4	17	160	7	0.14	3.84	7.3	0.47	5	1	-	0.05	1+3	47.1			
46001	700.0	3.48	2	53.0	17	160	7	0.1	3.81	7.3	0.47	5	1	-	0.05	1+3	47.1			
46001	900.0	3.44	2	53.0	16	151	7	0.1	3.68	7.3	0.47	5	1	-	0.05	1+3	47.2			
46001	1100.0	3.43	2	52.7	14	124	7	0.04	3.81	7.3	0.46	5	1	-	0.05	1+3	47.0			
46001	1300.0	3.79	2	53.4	14	124	7	0.04	3.9	7.3	0.6	5	1.4	-	0.05	1+3	48.0			
46001	1500.0	3.76	2	52.6	13	120	7	0.07	3.84	7.3	0.47	5	1.2	-	0.05	1+3	47.8			
46001	1700.0	3.61	2	52.8	12	118	7	0.09	3.83	7.3	0.46	5	1.2	-	0.05	1+3	47.4			
46001	1900.0	3.6	2	52.6	12	118	7	0.04	3.83	7.3	0.46	5	1.3	-	0.05	1+3	47.5			
46001	2100.0	3.6	2	52.5	11	110	7	0.04	3.83	7.3	0.45	5	1.5	-	0.05	1+3	47.4			
46001	2300.0	3.6	2	52.1	11	110	7	0.06	3.84	7.3	0.45	5	1.8	-	0.05	1+3	47.2			
46001	100.0	3.61	2	52.6	11	110	7	0.07	3.84	7.3	0.45	5	1.8	-	0.05	1+3	47.2			
46001	300.0	3.74	2	52.7	11	110	7	0.07	3.84	7.3	0.45	5	1.8	-	0.05	1+3	47.1			
46001	500.0	3.65	2	52.7	11	110	7	0.07	3.84	7.3	0.45	5	1.8	-	0.05	1+3	47.2			
13/10/2025	700.0	3.65	2	52.5	10	110	7	0.07	3.83	7.3	0.46	5	1.6	-	0.06	2+4	50.2			
13/10/2025	900.0	3.65	2	52.8	10	110	7	0.06	3.66	7.3	0.46	5	1.4	-	0.06	2+4	48.2			
13/10/2025	1100.0	3.66	2	52.9	10	100	7	0.05	3.78	7.3	0.45	5	1.2	-	0.06	2+4	48.4			
13/10/2025	1300.0	3.88	2	52.7	9	95	7	0.06	3.82	7.3	0.46	5	1	-	0.06	2+4	48.6			
13/10/2025	1500.0	4.02	2	53.5	11	125	7	0.06	3.91	7.3	0.55	5	1.5	-	0.06	2+4	48.8			
13/10/2025	1700.0	4.06	2	53.5	13	129	7	0.06	3.83	7.3	0.53	5	1.4	-	0.06	2+4	48.4			
13/10/2025	1900.0	4.19	2	53.4	21	145	7	0.05	3.84	7.3	0.48	5	1	-	0.06	2+4	47.6			
13/10/2025	2100.0	4.26	2	52.9	33	170	7	0.05	3.84	7.3	0.47	5	1.1	-	0.06	2+4	47.5			
13/10/2025	2300.0	4.3	2	53.1	35	344	7	0.04	3.84	7.3	0.46	5	1.4	-	0.06	2+4	47.6			
13/10/2025	100.0	4.36	2	53.4	42	418	7	0.04	3.84	7.3	0.46	5	1.5	-	0.06	2+4	47.4			
13/10/2025	300.0	4.45	2	53.7	52	535	7	0.06	3.83	7.3	0.46	5	1.6	-	0.06	2+4	47.2			
13/10/2025	500.0	4.54	2	54.8	57	581	7	0.06	3.81	7.3	0.46	5	1.6	-	0.06	2+4	47.0			
14/10/2025	700.0	4.43	2	53.5	51	480	7	0.12	3.85	7.3	0.46	5	1.6	-	0.06	2+4	47.1			
14/10/2025	900.0	4.35	2	53.2	52	480	7	0.09	3.62	7.3	0.49	5	1.3	-	0.06	2+4	46.9			
14/10/2025	1100.0	4.31	2	53.8	57	550	7	0.06	3.84	7.3	0.48	5	1.3	-	0.06	2+4	46.8			
14/10/2025	1300.0	4.27	2	53.5	48	480	7	0.1	3.91	7.3	0.48	5	1.6	-	0.06	2+4	47.6			
14/10/2025	1500.0	4.2	2	53.5	46	475	7	0.07	3.82	7.3	0.49	5	1	-	0.06	2+4	47.5			
14/10/2025	1700.0	4.24	2	50.3	49	491	7	0.07	3.77	7.3	0.47	5	1.7	-	0.06	2+4	47.5			
14/10/2025	1900.0	4.2	2	50.3	51	498	7	0.11	3.82	7.3	0.55	5	1.9	-	0.06	2+4	47.4			
14/10/2025	2100.0	4.21	2	49.9	61	533	7	0.04	3.74	7.3	0.47	5	2.1	-	0.06	2+4	47.2			
14/10/2025	2300.0	4.22	2	50.1	42	435	7	0.05	3.76	7.3	0.46	5	2	-	0.06	2+4	47.2			
14/10/2025	100.0	4.26	2	50.5	32	314	7	0.05	3.78	7.3	0.45	5	1.8	-	0.05	2+4	47.2			
14/10/2025	300.0	4.3	2	50.4	30	274	7	0.05	3.78	7.3	0.45	5	1.8	-	0.06	2+4	47.4			
14/10/2025	500.0	4.31	2	50.3	26	241	7	0.05	3.78	7.3	0.45	5	1.8	-	0.05	2+4	47.4			
15/10/2025	700.0	3.99	2	50.5	25	240	7	0.05	3.83	7.3	0.45	5	1.6	-	0.05	2+4	47.2			
15/10/2025	900.0	3.65	1	50.2	24	240	7	0.04	3.8	7.3	0.45	5	1.4	-	0.05	2+4	47.2			
15/10/2025	1100.0	3.94	1	53.5	24	240	7	0.05	3.24	7.3	0.45	5	1.6	-	0.05	2+4	46.8			
15/10/2025	1300.0	3.88	1	53.8	22	230	7	0.07	3.29	7.3	0.47	5	1.8	-	0.05	2+4	46.8			
15/10/2025	1500.0	3.82	1	52.2	22	230	7	0.05	3.36	7.3	0.47	5	1.1	-	0.05	2+4	46.8			
15/10/2025	1700.0	3.75	1	52.2	22	230	7	0.04	3.6	7.3	0.46	5	1.1	-	0.05	2+4	46.9			
15/10/2025	1900.0	3.73	1	51.9	21	228	7	0.04	3.54	7.3	0.46	5	1.2	-	0.05	2+4	47.0			
15/10/2025	2100.0	3.72	1	51.7	18	215	7	0.04	3.82	7.3	0.47	5	1.3	-	0.05	2+4	47.2			
15/10/2025	2300.0	3.7	1	50.9	18	215	7	0.06	3.81	7.3	0.46	5	1.2	-	0.05	2+4	47.2			
15/10/2025	100.0	3.65	1	51.4	19	225	7	0.05	3.81	7.3	0.46	5	1.4	-	0.05	2+4	47.2			
15/10/2025	300.0	3.7	1	51.5	19	225	7	0.05	3.81	7.3	0.46	5	1.4	-	0.05	2+4	47.0			
15/10/2025	500.0	3.79	1	52.0	20	231	7	0.05	3.81	7.3	0.46	5	1.4	-	0.05	2+4	47.0			
16/10/2025	700.0	3.76	1	52.5	19	230	7	0.05	3.82	7.3	0.45	5	1.3	-	0.05	2+4	47.0			
16/10/2025	900.0	3.69	1	51.2	23	250	7	0.14	3.82	7.3	0.45	5	1.4	-	0.05	2+4	46.9			
16/10/2025	1100.0	3.62	1	51.6	19	230	7	0.04	3.77	7.3	0.47	5	1.3	-	0.05	2+4	47.0			
16/10/2025	1300.0	3.58	1	51.6	20	237	7	0.04	3.82	7.3	0.47	5	1.3	-	0.05	2+4	46.9			
16/10/2025	1500.0	3.57	1	51.8	22	265	7	0.06	3.82	7.3	0.47	5	1.4	-	0.05	2+4	46.8			
16/10/2025	1700.0	3.71	1	51.6	20	254	7	0.04	3.82	7.3	0.49	5	1.3	-	0.05	2+4	46.8			
16/10/2025	1900.0	3.76	1	51.9	19	250	7	0.04	3.82	7.3	0.48	5	1.3	-	0.05	2+4	46.7			
16/10/2025	2100.0	3.78	1	51.9	17	238	7	0.04	3.82	7.3	0.48	5	1.3	-	0.05	2+4	46.5			
16/10/2025	2300.0	3.77	1	51.8	15	220	7	0.06	3.8	7.3	0.47	5	1.5	-	0.05	2+4	46.7			
16/10/2025	100.0	3.73	1	51.7	16	234	7	0.07	3.8	7.3	0.47	5	1.5	-	0.05	2+4	46.7			
16/10/2025	300.0	3.71	1	51.6	17	241	7	0.07	3.8	7.3	0.47	5	1.5	-	0.05	2+4	46.5			
16/10/2025	500.0	3.7	1	51.7	20	254	7	0.07	3.8	7.3	0.47	5	1.5	-	0.05	2+4	46.7			
17/10/2025	700.0	3.68	1	52.4	19	240	7	0.07	3.84	7.3	0.47	5	1.5	-	0.06	2+4	46.4			
17/10/2025	900.0	3.64	1	52.0	18	232	7	0.04	3.76	7.3	0.47	5	1.5	-	0.06	2+4	46.3			
17/10/2025	1100.0	3.61	1	52.2	18	232	7	0.04	3.84	7.3	0.5	5	1.5	-	0.06	2+4	46.1			
17/10/2025	1300.0	3.6	1	52.2	24	248	7	0.04	3.84	7.3	0.55	5	1.4	-	0.06	2+4	46.5			
17/10/2025	1500.0	3.89	1	51.3	96	895	7	0.05	3.82	7.3	0.48	5	1.2	-	0.06	2+4	46.6			
17/10/2025	1700.0	4.14	1	51.6	73	670	7	0.04	3.82	7.3	0.48	5	1.3	-	0.06	2+4	46.5			
17/10/2025	1900.0	4.26	1	50.5	56	498	7	0.04	3.82	7.3	0.48	5	1.5	-	0.06	2+4	46.5			
17/10/2025	2100.0	4.38	1	50.7	66	542	7	0.04	3.83	7.3	0.49	5	1.6	-	0.06	2+4	46.6			
17/10/2025	2300.0	4.4	1	50.1	73	670	7	0.05	3.83	7.3	0.48	5	1.5	-	0.06	2+4	46.5			
17/10/2025	100.0	4.62	1	50.8	45	550	7	0.05	3.85	7.3	0.45	5	1.6	-	0.06	2+4	46.8			
17/10/2025	300.0	4.84	1	50.9	36	350	7	0.05	3.98	7.3	0.45	5	1.7	-	0.06	2+4	46.8			
17/10/2025	500.0	5.07	1	50.8	38	357	7	0.05	3.95	7.3	0.45	5	1.7	-	0.06	2+4	46.8			
18/10/2025	700.0	5.1	1	51.2	44	468	7	0.06	3.84	7.3	0.47	5	1.8	-	0.06	2+4	46.7			
18/10/2025	900.0	5.09	1	51.6	34	348	7	0.05	3.72	7.3	0.48	5	1.6	-	0.06	2+4	47.3			
18/10/2025	1100.0	5.07	1	51.3	32	326	7	0.05	3.84	7.3	0.48	5	1.3	-	0.06	2+4	46.5			
18/10/2025	1300.0	5.08	1	50.9	29	310	7	0.05	3.84	7.3	0.48	5	1.5	-	0.06	2+4	47.2			
18/10/2025	1500.0	5.17	1	52.3	43	375	7	0.07	3.84	7.3	0.49	5	1	-	0.06	2+4	47.0			
18/10/2025	1700.0	5.0	1	52.2	39	361	7	0.07	3.84	7.3	0.49	5	1	-	0.06	2+4	46.8			
18/10/2025	1900.0	5.04	1	52.1	33	355	7	0.07	3.84	7.3	0.51	5	1	-	0.06	2+4	46.7			
18/10/2025	2100.0	5.03	1	51.9	52	470	7	0.05	3.84	7.3	0.51	5	1	-	0.06	2+4	46.8			
18/10/2025	2300.0	4.98	1	51.2	54	482	7	0.06	3.83	7.3	0.51	5	1.1	-	0.06	2+4	46.8			
18/10/2025	100.0	4.81	1	51.1	55	441	7	0.06	3.81	7.3	0.5	5	1.2	-	0.06	2+4	46.8			
18/10/2025	300.0	4.72	1	51.0	55	441	7	0.06	3.81	7.3	0.49	5	1.2	-	0.06	2+4	46.7			
18/10/2025	500.0	4.67	1	51.0	57	457	7	0.06	3.81	7.3	0.49	5	1.2	-	0.06	2+4	46.7			
19/10/2025	700.0	4.58	2	52.3	53	410	7	0.06	3.84	7.3	0.48	5	1.2	-	0.06	2+4	46.6			
19/10/2025	900.0	4.57	2	52.2	52	410	7	0.06	3.7	7.3	0.48	5	1.2	-	0.06	2+4	46.5			
19/10/2025	1100.0	4.46	2	51.9	37	316	7	0.05	3.79	7.3	0.51	5	1.2	-	0.06	2+4	46.8			
19/10/2025	1300.0	4.45	2	52.4	37	316	7	0.05	3.88	7.3	0.54	5	1.4	-	0.06	2+4	46.7			
19/10/2025	1500.0	4.25	2	52.3	124	975	7	0.05	3.14	7.3	0.68	5	1	-	0.06	2+4	46.3			
19/10/2025	1700.0	4.09	2	52.0	36	410	7	0.04	3.64	7.3	0.56	5	1	-	0.06	2+4	46.8			
