DATE	TIME	RIVER LEVEL	R/W PUMP DUTY	R/W FLOW	R/W NTU	R/W CLR	R/W PH	FILT. NTU	C/W WELL LEVEL	PH	NTU	CLR	CL2	F/RIDE	ALUM	T/W PUMP DUTY	T/W FLOW	18ML LEVEL	18ML FLOW	REMARKS
2025-08-01 00:00:00	1500	4.86	1	46.1	21	204	7.0	0.03	3.76	7.3	0.14	5.0	1.4	-	0.06	2,3	42.3	-	-	
2025-08-01 00:00:00	1700	4.97	1	46.1	20	200	7.0	0.03	3.78	7.3	0.14	5.0	1.5	-	0.06	2,3	42.3	-	-	B/W filter no.3 (4.30pm)
2025-08-01 00:00:00	1900	5.0	1	46.0	25	250	7.0	0.03	3.79	7.3	0.14	5.0	1.6	-	0.06	2,3	42.4	-	-	
2025-08-01 00:00:00	2100	5.02	1	46.0	33	320	7.0	0.03	3.78	7.3	0.14	5.0	1.4	-	0.06	2,3	42.4	-	-	
2025-08-01 00:00:00	2300	5.05	1	45.9	32	315	7.0	0.04	3.81	7.3	0.14	5.0	1.4	-	0.06	2,3	43.5	-	-	
2025-08-01 00:00:00	100	5.07	1	46.2	28	270	7.0	0.04	3.8	7.3	0.13	5.0	1.4	-	0.06	2,3	43.3	-	-	
2025-08-01 00:00:00	300	5.37	1	46.0	26	255	7.0	0.04	3.79	7.3	0.12	5.0	1.4	-	0.06	2,3	43.4	-	-	
2025-08-01 00:00:00	500	4.58	1	46.1	27	260	7.0	0.06	3.81	7.3	0.13	5.0	1.4	-	0.06	2,4	43.6	-	-	
2025-09-01 00:00:00	700	5.43	1	45.6	26	253	7.1	0.06	3.81	7.3	0.13	5.0	1.8	-	0.05	2,3	41.3	-	-	B/W fil. 2
2025-09-01 00:00:00	900	5.41	1	45.4	25	248	7.1	0.03	3.74	7.3	0.2	5.0	1.7	-	0.05	2,3	43.7	-	-	
2025-09-01 00:00:00	1100	5.33	1	45.2	26	258	7.1	0.03	3.81	7.3	0.17	5.0	1.7	-	0.05	2,3	43.4	-	-	
2025-09-01 00:00:00	1300	5.27	1	45.0	27	267	7.1	0.03	3.78	7.3	0.17	5.0	1.6	-	0.05	2,3	43.4	-	-	B/W filter no.6 (2.00pm)
2025-09-01 00:00:00	1500	5.26	1	46.1	29	280	7.1	0.03	3.78	7.3	0.16	5.0	1.5	-	0.05	2,3	43.1	-	-	
2025-09-01 00:00:00	1700	5.26	1	46.6	24	240	7.1	0.03	3.77	7.3	0.16	5.0	1.5	-	0.05	2,3	42.6	-	-	
2025-09-01 00:00:00	1900	5.18	1	46.1	25	240	7.1	0.03	3.78	7.3	0.14	5.0	1.5	-	0.05	2,3	42.6	-	-	
2025-09-01 00:00:00	2100	5.06	1	46.0	25	240	7.1	0.03	3.77	7.3	0.14	5.0	1.4	-	0.05	2,3	42.6	-	-	
2025-09-01 00:00:00	2300	5.01	1	45.5	27	255	7.1	0.03	3.79	7.3	0.13	5.0	1.4	-	0.05	2,3	43.6	-	-	
2025-09-01 00:00:00	100	5.03	1	44.9	26	258	7.1	0.04	3.77	7.3	0.14	5.0	1.4	-	0.05	2,3	43.5	-	-	
2025-09-01 00:00:00	300	4.95	1	44.8	24	246	7.1	0.04	3.77	7.3	0.14	5.0	1.4	-	0.05	2,3	43.4	-	-	
2025-09-01 00:00:00	500	4.86	1	46.6	21	241	7.1	0.03	3.8	7.3	0.14	5.0	1.4	-	0.05	2,3	43.4	-	-	
2025-10-01 00:00:00	700	4.75	1	45.8	23	229	7.1	0.03	3.81	7.3	0.13	5.0	1.6	-	0.05	2,3	43.3	-	-	B/W Fil. 1,4,5
2025-10-01 00:00:00	900	4.68	1	45.7	22	220	7.1	0.03	3.35	7.3	0.19	5.0	1.5	-	0.05	2,3	43.3	-	-	
2025-10-01 00:00:00	1100	4.36	1	46.0	23	227	7.1	0.03	3.5	7.3	0.17	5.0	1.5	-	0.05	2,3	43.1	-	-	
2025-10-01 00:00:00	1300	4.49	1	46.2	23	226	7.1	0.03	3.51	7.3	0.16	5.0	1.6	-	0.05	2,3	43.2	-	-	
2025-10-01 00:00:00	1500	4.54	1	46.3	25	250	7.1	0.03	3.63	7.3	0.12	5.0	1.4	-	0.05	2,3	42.6	-	-	
2025-10-01 00:00:00	1700	4.51	1	46.3	19	180	7.1	0.03	3.71	7.3	0.13	5.0	1.4	-	0.05	2,3	42.8	-	-	
2025-10-01 00:00:00	1900	4.58	1	44.1	20	200	7.1	0.03	3.64	7.3	0.13	5.0	1.4	-	0.05	2,3	42.6	-	-	
2025-10-01 00:00:00	2100	4.55	1	44.0	18	180	7.1	0.03	3.61	7.3	0.13	5.0	1.5	-	0.05	2,3	42.6	-	-	
2025-10-01 00:00:00	2300	4.44	2	45.0	20	200	7.1	0.04	3.61	7.3	0.12	5.0	1.4	-	0.05	2,3	43.7	-	-	
2025-10-01 00:00:00	100	4.42	2	45.3	20	200	7.1	0.04	3.58	7.3	0.14	5.0	1.5	-	0.05	2,3	43.5	-	-	
2025-10-01 00:00:00	300	4.36	2	45.1	20	200	7.1	0.04	3.6	7.3	0.14	5.0	1.5	-	0.05	2,3	43.5	-	-	
2025-10-01 00:00:00	500	4.48	2	45.0	20	200	7.1	0.04	3.61	7.3	0.14		1.5	-	0.05	2,3	43.5	-	-	B/W No 3
2025-11-01 00:00:00	700	4.47	2	45.1	25	240	7.0	0.04	3.5	7.3	0.17	5.0	1.4	-	0.05	2,3	43.5			
2025-11-01 00:00:00	900	4.4	2	45.2	24	220	7.0	0.05	3.52	7.3	0.17	5.0	1.4	-	0.05	2,3	43.5			
2025-11-01 00:00:00	1100	4.32	2	45.6	24	220	7.0	0.05	3.61	7.3	0.16	5.0	1.5	-	0.05	2,3	43.7			
2025-11-01 00:00:00	1300	4.31	2	45.6	23	215	7.0	0.04	3.66	7.3	0.14	5.0	1.3	-	0.05	2,3	43.9			
2025-11-01 00:00:00	1500	4.39	2	45.0	21	180	7.0	0.04	3.65	7.3	0.14	5.0	1.5	-	0.05	2,3	43.0	-	-	
2025-11-01 00:00:00	1700	4.37	2	45.0	20	180	7.0	0.04	3.64	7.3	0.14	5.0	1.4	-	0.05	2,3	43.0	-	-	
2025-11-01 00:00:00	1900	4.6	2	48.4	28	250	7.0	0.04	3.77	7.3	0.16	5.0	1.5	-	0.05	2,3	44.5	-	-	
2025-11-01 00:00:00	2100	4.6	2	48.2	21	180	7.0	0.04	3.81	7.3	0.18	5.0	1.4	-	0.05	2,3	42.5	-	-	
2025-11-01 00:00:00	2300	4.54	2	45.5	21	180	7.0	0.07	3.83	7.3	0.18	5.0	1.3	-	0.05	2,3	43.3			B/W no 2 (3.00)
2025-11-01 00:00:00	100	4.5	2	45.4	24	220	7.0	0.05	3.8	7.3	0.14	5.0	1.4	-	0.05	2,4	43.2			
2025-11-01 00:00:00	300	4.53	2	45.5	24	220	7.0	0.03	3.71	7.3	0.14	5.0	1.4	-	0.05	2,3	43.1			
2025-11-01 00:00:00	500	4.6	2	45.5	20	180	7.0	0.03	3.81	7.3	0.14	5.0	1.5	-	0.05	2,3	43.3			B/W no 6
2025-12-01 00:00:00	700	4.89	2	45.8	22	210	7.0	0.03	3.71	7.3	0.14	5.0	1.5	-	0.05	2,3	43.5	-	-	
2025-12-01 00:00:00	900	5.1	2	44.6	21	205	7.0	0.03	3.76	7.3	0.14	5.0	1.5	-	0.05	2,3	43.5	-	-	
2025-12-01 00:00:00	1100	5.29	2	44.8	22	210	7.0	0.03	3.71	7.3	0.15	5.0	1.6	-	0.06	2,3	43.5	-	-	
2025-12-01 00:00:00	1300	5.43	2	44.9	35	380	7.0	0.03	3.7	7.3	0.15	5.0	1.5	-	0.06	2,3	43.4	-	-	
2025-12-01 00:00:00	1500	5.42	2	44.6	61	681	7.0	0.03	3.72	7.3	0.14	5.0	1.5	-	0.06	2,3	43.4	-	-	
2025-12-01 00:00:00	1700	5.6	2	44.6	69	684	7.0	0.04	3.72	7.3	0.14	5.0	1.5	-	0.06	2,3	43.2	-	-	
2025-12-01 00:00:00	1900	5.63	2	44.3	61	651	7.0	0.04	3.53	7.3	0.15	5.0	1.6	-	0.06	2,3	43.3	-	-	B/W no.4
2025-12-01 00:00:00	2100	5.77	2	44.5	46	514	7.0	0.03	3.54	7.3	0.14	5.0	1.5	-	0.06	2,3	43.3	-	-	
2025-12-01 00:00:00	2300	5.78	2	45.0	44	481	7.0	0.03	3.51	7.3	0.14	5.0	1.5	-	0.06	2,3	43.3	-	-	
2025-12-01 00:00:00	100	5.61	2	45.0	42	461	7.0	0.03	3.54	7.3	0.13	5.0	1.5	-	0.06	2,3	43.2	-	-	
2025-12-01 00:00:00	300	5.5	2	45.0	42	461	7.0	0.03	3.6	7.3	0.13	5.0	1.5	-	0.06	2,3	43.3	-	-	
2025-12-01 00:00:00	500	5.46	2	44.9	41	442	7.0	0.03	3.68	7.3	0.13	5.0	1.5	-	0.06	2,3	43.3	-	-	
13/01/2025	700	5.56	2	45.3	46	520	7.0	0.03	3.67	7.3	0.13	5.0	1.5	-	0.05	1,4	41.9	-	-	B/W filter no. 1&4 (0700am)
13/01/2025	900	5.55	2	45.7	48	520	7.0	0.03	3.76	7.3	0.14	5.0	1.5	-	0.05	1,4	42.0	-	-	
13/01/2025	1100	5.47	2	46.4	37	450	7.0	0.03	3.78	7.3	0.14	5.0	1.5	-	0.05	1,4	42.8	-	-	
13/01/2025	1300	5.37	2	44.3	42	480	7.0	0.03	3.79	7.3	0.14	5.0	1.5	-	0.05	1,4	41.7	-	-	
13/01/2025	1500	5.17	2	45.0	56	600	7.0	0.03	3.73	7.3	0.14	5.0	1.6	-	0.06	1,4	41.7	-	-	
13/01/2025	1700	5.15	1	44.5	43	500	7.0	0.03	3.8	7.3	0.14	5.0	1.6	-	0.06	1,4	41.8	-	-	
13/01/2025	1900	5.19	1	44.4	38	385	7.0	0.04	3.81	7.3	0.14	5.0	1.5	-	0.05	1,4	41.9	-	-	
13/01/2025	2100	5.54	1	44.3	39	385	7.0	0.04	3.79	7.3	0.14	5.0	1.5	-	0.05	1,4	42.1	-	-	B/W no 3 (3.50)
13/01/2025	2300	5.73	1	45.1	39	386	7.0	0.04	3.64	7.3	0.14	5.0	1.6	-	0.05	1,4	41.9	-	-	
13/01/2025	100	6.18	1	45.5	44	414	7.0	0.04	3.68	7.3	0.13	5.0	1.5	-	0.05	1,4	42.3	-	-	
13/01/2025	300	6.29	1	45.5	50	430	7.0	0.04	3.72	7.3	0.13	5.0	1.5	-	0.05	1,4	42.3	-	-	
13/01/2025	500	6.59	1	45.5	59	474	7.0	0.04	3.56	7.3	0.13	5.0	1.5	-	0.05	1,4	42.3	-	-	
14/01/2025	700	5.72	1	46.1	113	1200	7.0	0.03	3.71	7.3	0.14	5.0	1.5	-	0.05	1,4	41.6	-	-	
14/01/2025	900	6.82	1	47.1	120	1250	7.0	0.03	3.81	7.3	0.13	5.0	1.5	-	0.05	1,4	41.8	-	-	
14/01/2025	1100	6.83	1	48.1	82	800	7.0	0.03	3.81	7.3	0.13	5.0	1.5	-	0.05	1,4	41.7	-	-	
14/01/2025	1300	6.73	1	48.2	72	680	7.0	0.03	3.8	7.3	0.14	5.0	1.5	-	0.05	1,4	41.8	-	-	
14/01/2025	1500	6.66	1	46.1	55	550	7.0	0.03	3.8	7.3	0.14	5.0	1.5	-	0.05	1,4	41.8	-	-	
14/01/2025	1700	6.51	1	44.9	49	520	7.0	0.03	3.81	7.3	0.15	5.0	1.5	-	0.05	1,4	41.9			
14/01/2025	1900	6.37	1	44.0	48	510	7.0	0.03	3.81	7.3	0.15	5.0	1.6	-	0.05	1,4	41.8			
14/01/2025	2100	6.3	1	44.3	47	510	7.0	0.02	3.79	7.3	0.14	5.0	1.6	-	0.05	1,4	41.9			
14/01/2025	2300	6.28	1	45.2	42	420	7.0	0.03	3.81	7.3	0.14	5.0	1.6	-	0.05	1,4	41.8	-	-	
14/01/2025	100	6.22	1	45.2	43	420	7.0	0.03	3.81	7.3	0.14	5.0	1.6	-	0.05	1,4	41.8	-	-	
14/01/2025	300	6.11	1	45.4	43	420	7.0	0.03	3.81	7.3	0.13	5.0	1.7	-	0.05	1,4	41.9	-	-	
14/01/2025	500	5.95	1	45.5	42	411	7.0	0.03	3.81	7.2	0.13	5.0	1.7	-	0.05	1,4	41.9	-	-	
15/01/2025	700	5.89	1	43.6	44	450	7.0	0.03	3.78	7.3	0.14	5.0	1.6	-	0.05	1,4	41.7	-	-	B/W filter no.6 (0045am)
15/01/2025	900	5.91	1	44.0	45	450	7.0	0.03	3.69	7.3	0.14	5.0	1.6	-	0.05	1,4	41.7	-	-	
15/01/2025	1100	5.88	1	44.8	46	450	7.0	0.03	3.74	7.3	0.15	5.0	1.7	-	0.05	1,4	41.7	-	-	
15/01/2025	1300	5.78	1	44.6	43	450	7.0	0.03	3.75	7.3	0.16	5.0	1.6	-	0.05	1,4	41.7	-	-	
15/01/2025	1500	5.73	1	43.6	43	450	7.0	0.03	3.78	7.3	0.15	5.0	1.6	-	0.05	1,4	42.0	-	-	
15/01/2025	1700	5.56	2	45.7	35	380	7.0	0.03	3.66	7.3	0.15	5.0	1.5	-	0.05	1,4	41.8	-	-	
15/01/2025	1900	5.56	2	45.4	28	330	7.0	0.04	3.73	7.3	0.15	5.0	1.6	-	0.05	1,4	41.8	-	-	
15/01/2025	2100	5.57	2	45.2	22	275	7.0	0.04	3.52	7.3	0.18	5.0	1.6	-	0.05	1,4	42.0	-	-	B/W no. 1,5
15/01/2025	2300	5.58	2	45.0	24	290	7.0	0.04	3.62	7.3	0.17	5.0	1.6	-	0.05	1,4	41.7	-	-	
15/01/2025	100	5.66	2	45.4	24	290	7.0	0.04	3.76	7.2	0.14	5.0	1.6	-	0.05	1,4	41.7	-	-	
15/01/2025	300	5.6	2	45.5	22	211	7.0	0.05	3.79	7.3	0.14	5.0	1.5	-	0.05	1,4	41.7	-	-	
15/01/2025	500	5.53	2	45.8	19	184	7.0	0.05	3.81	7.3	0.15	5.0	1.5	-	0.05	1,4	41.4	-	-	
