DATE	TIME	RIVER LEVEL	R/W PUMP DUTY	R/W FLOW	R/W NTU	R/W CLR	R/W PH	FILT. NTU	C/W WELL LEVEL	PH	NTU	CLR	CL2	F/RIDE	ALUM	T/W PUMP DUTY	T/W FLOW	18ML LEVEL	18ML FLOW	REMARKS
45758	2100.0	7.46	2	52.2	42	446	7	0.04	3.84	7.3	0.25	5	1.5	0.01	0.05	2&3	47.4			
45758	2300.0	4.41	2	52.5	43	457	7	0.04	3.81	7.3	0.25	5	1.4	0.01	0.05	2&3	47.2			
45758	100.0	4.1	2	52.3	42	446	7	0.04	3.81	7.3	0.24	5	1.5	0.01	0.05	2&3	47.3			
45758	300.0	3.92	2	52.2	42	446	7	0.04	3.81	7.3	0.24	5	1.5	0.01	0.05	2&3	47.3			
45758	500.0	3.88	2	52.0	44	471	7	0.04	3.56	7.3	0.24	5	1.5	0.01	0.05	2&3	47.3			
45788	700.0	3.78	2	52.2	49	504	7	0.04	3.81	7.3	0.26	5	1.7	0.01	0.05	2+4	47.2			
45788	900.0	3.74	2	52.0	46	486	7	0.04	3.83	7.3	0.24	5	1.6	0.01	0.05	2+4	47.3			
45788	1100.0	3.68	2	52.4	40	426	7	0.04	3.85	7.3	0.25	5	1.2	0.01	0.05	2+4	47.2			
45788	1300.0	2.65	2	52.1	36	374	7	0.04	3.84	7.3	0.27	5	1.1	0.01	0.05	2+4	47.2			
45788	1500.0	3.88	2	52.7	33	358	7	0.05	3.84	7.3	0.28	5	1.4	0.01	0.05	1&3	46.5			
45788	1700.0	3.97	2	51.4	43	395	7	0.04	3.84	7.0	0.37	5	1.4	0.01	0.05	1&3	46.5			
45788	1900.0	4.04	2	51.2	42	387	7	0.04	3.76	7.0	0.29	5	1.4	0.01	0.05	1&3	46.5			
45788	2100.0	4.54	2	50.7	39	365	7	0.04	3.81	7.0	0.28	5	1.5	0.01	0.05	1&3	46.5			
45788	2300.0	4.64	2	52.0	38	341	7	0.04	3.81	7.3	0.28	5	1.5	0.01	0.05	1&3	46.5			
45788	100.0	4.97	2	52.0	40	381	7	0.04	3.81	7.3	0.27	5	1.5	0.01	0.05	1&3	47			
45788	300.0	5.42	2	52.1	43	401	7	0.04	3.81	7.3	0.26	5	1.5	0.01	0.05	1&3	47			
45788	500.0	5.8	2	52.2	46	424	7	0.04	3.81	7.3	0.26	5	1.6	0.01	0.05	1&3	47			
45819	700.0	6.16	2	53.0	48	428	7	0.04	3.81	7.3	0.26	5	1.7	0.01	0.06	1&3	47			
45819	900.0	6.37	2	53.1	86	885	7	0.04	3.82	7.3	0.27	5	1.6	0.01	0.06	1&3	46.7			
45819	1100.0	6.33	2	53.3	60	607	7	0.04	3.81	7.3	0.27	5	1.5	0.01	0.06	1&3	46.6			
45819	1300.0	6.34	2	53.4	46	429	7	0.06	3.67	7.3	0.31	5	1.3	0.01	0.06	1&3	46.7			
45819	1500.0	5.99	2	52.0	47	437	7	0.05	3.68	7.3	0.3	5	1.2	0.01	0.05	1&3	46.5			
45819	1700.0	5.85	2	51.4	45	432	7	0.05	3.83	7.3	0.47	5	1.3	0.01	0.05	1&3	46.8			
45819	1900.0	5.74	2	51.5	46	434	7	0.05	3.74	7.3	0.3	5	1.4	0.01	0.05	1&3	46.7			
45819	2100.0	5.77	2	51.9	46	434	7	0.05	3.83	7.3	0.3	5	1.6	0.01	0.05	1&3	46.6			
45819	2300.0	5.8	2	52.0	44	424	7	0.05	3.82	7.3	0.3	5	1.6	0.01	0.05	1&3	46.7			
45819	100.0	5.92	2	52.2	40	401	7	0.05	3.81	7.3	0.29	5	1.7	0.01	0.05	1&3	46.7			
45819	300.0	5.93	2	52.1	37	361	7	0.05	3.81	7.3	0.28	5	1.7	0.01	0.05	1&3	46.6			
45819	500.0	5.95	2	52.0	32	314	7	0.05	3.81	7.3	0.28	5	1.7	0.01	0.05	1&3	46.6			
45849	700.0	5.93	2	52.0	45	432	7	0.04	3.84	7.3	0.28	5	1.7	0.01	0.06	1&3	46.6	-	-	
45849	900.0	5.96	2	52.6	47	438	7	0.04	3.81	7.3	0.28	5	1.6	0.01	0.06	1&3	46.8	-	-	
45849	1100.0	5.92	2	52.8	54	556	7	0.04	3.8	7.3	0.28	5	1.6	0.01	0.06	1&3	46.8	-	-	
45849	1300.0	5.9	2	52.6	47	438	7	0.04	3.84	7.3	0.3	5	1.4	0.01	0.06	1&3	46.7	-	-	
45849	1500.0	5.61	1	52.5	40	415	7	0.04	3.84	7.3	0.31	5	1.1	0.01	0.05	1&3	46.6	-	-	
45849	1700.0	5.28	1	52.0	43	428	7	0.04	3.84	7.3	0.31	5	1.3	0.01	0.05	1&3	46.9	-	-	
45849	1900.0	5.16	1	51.5	44	432	7	0.04	3.84	7.3	0.31	5	1.7	0.01	0.05	1&3	46.6	-	-	
45849	2100.0	5.08	1	52.5	45	441	7	0.04	3.84	7.3	0.32	5	1.4	0.01	0.05	1&3	47.1	-	-	
45849	2300.0	5.19	1	52.4	37	362	7	0.04	3.83	7.3	0.32	5	1.4	0.01	0.05	1+3	47.1	-	-	
45849	100.0	5.12	1	52.2	31	304	7	0.04	3.81	7.3	0.31	5	1.7	0.01	0.05	1&3	47	-	-	
45849	300.0	5.0	1	52.1	25	241	7	0.04	3.81	7.3	0.31	5	1.7	0.01	0.05	1&3	47	-	-	
45849	500.0	4.75	1	52.1	19	179	7	0.04	3.81	7.3	0.3	5	1.7	0.01	0.05	1&3	47	-	-	
45880	700.0	4.6	1	51.2	28	185	7	0.04	3.82	7.3	0.3	5	1.7	0.01	0.05	1&3	46.7	-	-	
45880	900.0	4.67	1	51.4	18	178	7	0.04	3.8	7.3	0.3	5	1.5	0.01	0.05	1&3	46.9	-	-	
45880	1100.0	4.71	1	51.6	20	180	7	0.04	3.81	7.3	0.31	5	1.4	0.01	0.05	1&3	46.9	-	-	
45880	1300.0	4.6	1		22	182	7	0.04	3.81	7.3	0.33	5	1.3	0.01	0.05	1&3	46.8	-	-	
45880	1500.0	4.49	1	51.2	25	231	7	0.05	3.72	7.3	0.33	5	1.2	0.01	0.05	1&3	46.7	-	-	
45880	1700.0	4.32	2	51.9	29	274	7	0.04	3.83	7.3	0.33	5	1.6	0.01	0.05	1&3	46.8	-	-	
45880	1900.0	4.29	2	51.1	29	274	7	0.04	3.83	7.3	0.34	5	1.7	0.01	0.05	1&3	46.8	-	-	
45880	2100.0	4.26	2	50.7	26	251	7	0.04	3.83	7.3	0.33	5	1.6	0.01	0.05	1&3	46.6	-	-	
45880	2300.0	4.34	2	51.0	34	320	7	0.04	3.83	7.3	0.33	5	1.5	0.01	0.05	1&3	46.7	-	-	
45880	100.0	4.64	2	50.9	30	291	7	0.04	3.81	7.3	0.32	5	1.6	0.01	0.05	1&3	46.8	-	-	
45880	300.0	4.31	2	50.8	29	274	7	0.04	3.81	7.3	0.32	5	1.7	0.01	0.05	1&3	48.7	-	-	
45880	500.0	4.23	2	50.8	27	268	7	0.04	3.86	7.3	0.32	5	1.7	0.01	0.05	1&3	46.8	-	-	
45911	700.0	4.2	2	50.7	21	184	7	0.04	3.75	7.3	0.32	5	1.7	0.5	0.05	3+1	48.6			
45911	900.0	4.18	2	51.2	20	178	7	0.04	3.81	7.3	0.32	5	1.8	0.5	0.05	1+3	48.5			
45911	1100.0	4.16	2	51.3	20	178	7	0.04	3.84	7.3	0.32	5	1.4	0.5	0.05	1+3	48.2			
45911	1300.0	4.14	2	51.1	20	178	7	0.04	3.84	7.3	0.32	5	1.3	0.5	0.05	1+3	48.4			
45911	1500.0	4.07	2	50.7	17	166	7	0.04	3.83	7.3	0.35	5	1.5	0.5	0.05	1&3	46.4			
45911	1700.0	4.02	2	51.0	23	219	7	0.04	3.83	7.3	0.36	5	1.5	0.5	0.05	1&3	46.5			
45911	1900.0	4.11	2	50.8	22	210	7	0.04	3.83	7.3	0.35	5	1.5	0.5	0.05	1&3	46.6			
45911	2100.0	4.19	2	51.0	17	197	7	0.03	3.83	7.3	0.35	5	1.6	0.5	0.05	1&3	46.6			
45911	2300.0	4.26	2	51.5	52	470	7	0.03	3.82	7.3	0.35	5	1.6	0.5	0.05	1&3	46.6			
45911	100.0	4.56	2	52.0	47	420	7	0.03	3.82	7.3	0.35	5	1.6	0.5	0.05	1&3	46.5			
45911	300.0	4.71	2	52.0	34	304	7	0.03	3.82	7.3	0.35	5	1.6	0.5	0.05	1&3	46.5			
45911	500.0	4.99	2	52.0	23	207	7	0.03	3.56	7.3	0.35	5	1.6	0.5	0.05	1&3	46.5			
45941	700.0	4.8	2	51.5	43	430	7	0.04	3.78	7.3	0.35	5	1.6	0.5	0.05	1+3	46.8			
45941	900.0	4.63	2	52.0	50	500	7	0.04	3.84	7.3	0.35	5	1.5	0.5	0.05	2+4	46.6			
45941	1100.0	4.63	2	51.6	40	418	7	0.04	3.84	7.0	0.36	5	1.4	0.5	0.05	2&4	46.6			
45941	1300.0	4.5	2	51.2	30	389	7	0.04	3.84	7.0	0.38	5	1.2	0.5	0.05	2&4	46.4			
45941	1500.0	4.42	2	51.5	29	281	7	0.04	3.84	7.0	0.38	5	1.2	0.5	0.05	2&4	46.6			
45941	1700.0	4.27	2	52.5	25	242	7	0.04	3.84	7.0	0.37	5	1.7	0.5	0.05	2&4	47			
45941	1900.0	4.24	2	52.5	23	229	7	0.04	3.84	7.0	0.37	5	1.7	0.5	0.05	2&4	47			
45941	2100.0	4.19	2	53.0	21	201	7	0.04	3.84	7.0	0.37	5	1.7	0.5	0.05	2&4	47			
45941	2300.0	4.36	2	52.5	18	170	7	0.05	3.7	7.3	0.38	5	1.4	0.5	0.05	2+4	47.1			
45941	100.0	4.58	2	52.3	20	184	7	0.04	3.84	7.3	0.38	5	1.5	0.5	0.05	2+4	46.8			
45941	300.0	4.69	2	52.4	24	206	7	0.04	3.84	7.3	0.37	5	1.7	0.5	0.05	2+4	47.1			
45941	500.0	4.71	2	52.5	21	194	7	0.04	3.84	7.3	0.37	5	1.7	0.5	0.05	2+4	47			
45972	700.0	4.74	2	51.5	15	150	7	0.04	3.85	7.3	0.36	5	1.5	0.5	0.06	2+4	46.4	-	-	
45972	900.0	4.69	2	52.3	22	220	7	0.03	3.85	7.3	0.36	5	1.5	0.5	0.06	2+4	46/5	-	-	
45972	1100.0	4.67	2	52.4	22	220	7	0.03	3.84	7.3	0.4	5	1.5	0.5	0.06	2+4	46.6	-	-	
45972	1300.0	4.73	2	52.1	22	220	7	0.03	3.82	7.3	0.4	5	1.5	0.5	0.06	2+4	46.7	-	-	
45972	1500.0	4.68	2	52.4	31	304	7	0.03	3.82	7.3	0.43	5	1.5	0.5	0.06	2&4	46.7	-	-	
45972	1700.0	4.54	1	52.2	32	318	7	0.04	3.84	7.3	0.4	5	1.5	0.5	0.06	2+4	47	-	-	
45972	1900.0	4.76	1	53.0	31	316	7	0.04	3.59	7.3	0.42	5	1.7	0.5	0.06	2+4	47.2	-	-	
45972	2100.0	4.99	1	52.0	44	421	7	0.04	3.29	7.3	0.42	5	1.2	0.5	0.06	2&4	47	-	-	
45972	2300.0	5.08	1	52.3	36	348	7	0.04	3.36	7.3	0.42	5	1.7	0.5	0.06	2+4	47.2	-	-	
45972	100.0	5.34	1	52.4	40	416	7	0.04	3.58	7.3	0.42	5	1.6	0.5	0.06	2+4	47.3	-	-	
45972	300.0	5.68	1	52.1	43	420	7	0.04	3.76	7.3	0.42	5	1.5	0.5	0.06	2+4	47.1	-	-	
45972	500.0	5.91	1	52.3	44	432	7	0.04	3.83	7.3	0.42	5	1.7	0.5	0.06	2+4	47.2	-	-	
46002	700.0	6.01	1	52.3	30	300	7	0.04	3.83	7.3	0.39	5	1.6	0.5	0.06	2+4	47			
46002	900.0	6.05	1	52.3	28	280	7	0.04	3.83	7.3	0.39	5	1.6	0.5	0.06	2+4	47.1			
46002	1100.0	6.15	1	52.2	32	310	7	0.04	3.83	7.3	0.39	5	1.5	0.5	0.06	2+4	47.3			
46002	1300.0	6.19	1	51.6	34	335	7	0.03	3.83	7.3	0.41	5	1.4	0.5	0.06	2+4	47.4			
46002	1500.0	6.18	1	52.0	30	291	7	0.03	3.83	7.3	0.41	5	1.3	0.5	0.06	2&4	47.3			
46002	1700.0	6.31	1	52.1	28	272	7	0.03	3.8	7.3	0.41	5	1.7	0.5	0.06	2&4	47.2			
46002	1900.0	6.34	1	52.2	28	272	7	0.03	3.83	7.3	0.41	5	1.7	0.5	0.06	2&4	47.3			
46002	2100.0	6.45	1	52.2	31	304	7	0.03	3.64	7.3	0.41	5	1.7	0.5	0.06	2&4	47.2			
46002	2300.0	6.68	1	52.1	17	168	7	0.04	3.79	7.3	0.41	5	1.8	0.5	0.06	2+4	47.2			
46002	100.0	7.61	1	52.2	19	176	7	0.04	3.82	7.3	0.41	5	1.8	0.5	0.06	2+4	47.3			
46002	300.0	7.83	1	52.3	24	190	7	0.04	3.82	7.3	0.41	5	1.7	0.5	0.06	2+4	47.3			
46002	500.0	7.9	1	52.1	26	214	7	0.04	3.82	7.3	0.41	5	1.8	0.5	0.06	2+4	47.2			
13/11/2025	700.0	7.94	1	52.3	62	620	7	0.04	3.83	7.3	0.39	5	1.7	0.5	0.06	2+4	47.1			
13/11/2025	900.0	8.02	1	52.3	62	620	7	0.04	3.83	7.3	0.39	5	1.7	0.5	0.06	2+4	47.1			
13/11/2025	1100.0	7.94	1	52.1	40	400	7	0.04	3.81	7.3	0.38	5	1.5	0.5	0.06	2+4	47.2			
13/11/2025	1300.0	7.89	1	52.4	29	290	7	0.04	3.8	7.3	0.38	5	1.5	0.5	0.06	2+4	47.1			
13/11/2025	1500.0	7.87	1	51.0	25	274	7	0.04	3.82	7.3	0.38	5	1.7	0.28	0.06	2+4	47.2			
13/11/2025	1700.0	7.8	2	52.1	21	209	7	0.05	3.82	7.3	0.38	5	1.7	0.01	0.06	2+4	47.4			
13/11/2025	1900.0	7.75	2	52.2	23	221	7	0.05	3.83	7.3	0.38	5	1.7	0.01	0.06	2&4	47.4			
13/11/2025	2100.0	7.68	2	52.2	21	207	7	0.05	3.64	7.3	0.38	5	1.7	0.01	0.06	2&4	47.4			
13/11/2025	2300.0	7.61	2	52.2	21	207	7	0.05	3.69	7.3	0.39	5	1.9	0.01	0.06	2+4	47.3			
13/11/2025	100.0	7.66	2	52.1	19	196	7	0.05	3.83	7.3	0.38	5	1.7	0.01	0.06	2+4	47.6			
13/11/2025	300.0	7.76	2	52.3	20	200	7	0.05	3.83	7.3	0.38	5	1.7	0.01	0.06	2+4	47.4			
13/11/2025	500.0	7.83	2	52.2	18	184	7	0.05	3.83	7.3	0.38	5	1.7	0.01	0.06	2+4	47.3			
14/11/2025	700.0	7.9	2	52.3	18	180	7	0.05	3.83	7.3	0.36	5	1.7	0.5	0.06	2+4	47			
14/11/2025	900.0	7.92	2	52.1	27	270	7	0.05	3.83	7.3	0.36	5	1.6	0.5	0.06	2+4	47			
14/11/2025	1100.0	7.91	2	52.3	30	300	7	0.05	3.83	7.3	0.36	5	1.6	0.5	0.06	2+4	47			
14/11/2025	1300.0	7.81	2	52.1	24	240	7	0.04	3.8	7.3	0.39	5	1.6	0.5	0.06	2+4	47.1			
14/11/2025	1500.0	7.84	2	51.8	25	254	7	0.04	3.8	7.3	0.38	5	1.4	0.01	0.06	2+4	47.7			
14/11/2025	1700.0	7.83	2	52.6	19	196	7	0.04	3.82	7.3	0.47	5	1.8	0.01	0.06	2+4	47.6			
14/11/2025	1900.0	7.81	2	52.1	17	168	7	0.04	3.69	7.3	0.5	5	2.1	0.01	0.06	2+4	47.4			
14/11/2025	2100.0	7.78	2	52.1	18	174	7	0.04	3.59	7.3	0.45	5	1.9	0.01	0.06	2&4	47.4			
14/11/2025	2300.0	7.71	2	52.4	58	580	7	0.04	3.7	7.3	0.43	5	1.8	0.5	0.06	2&4	47.3			
14/11/2025	100.0	7.75	2	52.6	40	486	7	0.04	3.83	7.3	0.4	5	1.8	0.5	0.06	2&4	47.4			
14/11/2025	300.0	7.72	2	52.4	43	492	7	0.04	3.83	7.3	0.41	5	1.9	19.8	0.06	2+4	47.2			
14/11/2025	500.0	7.73	2	52.5	30	312	7	0.04	3.83	7.3	0.4	5	1.8	19.8	0.06	2+4	47.3			
15/11/2025	700.0	7.48	2	52.1	31	308	7	0.04	3.84	7.3	0.39	5	1.8	0.45	0.06	2&4	47.2			
15/11/2025	900.0	7.45	2	51.9	38	325	7	0.04	3.83	7.3	0.39	5	1.8	0.45	0.06	2&4	47			
15/11/2025	1100.0	7.27	2	51.4	46	396	7	0.08	3.83	7.3	0.45	5	1.6	0.45	0.06	2&4	47			
15/11/2025	1300.0	7.16	2	51.4	51	460	7	0.03	3.82	7.3	0.43	5	1.6	0.01	0.06	2&4	47.1			
15/11/2025	1500.0	7.06	2	51.6	46	408	7	0.04	3.81	7.3	0.43	5	1.6	0.01	0.06	2+4	47			
15/11/2025	1700.0	6.93	1	51.8	56	572	7	0.06	3.81	7.3	0.43	5	1.6	100.0	0.06	2+4	46.8			
15/11/2025	1900.0	6.83	1	52.0	39	371	7	0.06	3.61	7.3	0.52	5	1.7	100.0	0.06	2&4	46.7			
15/11/2025	2100.0	6.8	1	51.5	42	408	7	0.06	3.68	7.3	0.51	5	1.8	100.0	0.06	2&4	46.8			
15/11/2025	2300.0	6.76	1	51.6	40	394	7	0.04	3.77	7.3	0.44	5	1.9	42.3	0.06	2+4	47			
15/11/2025	100.0	6.7	1	51.4	41	402	7	0.04	3.83	7.3	0.43	5	1.7	9.73	0.06	2+4	47.3			
15/11/2025	300.0	6.68	1	51.3	44	431	7	0.04	3.83	7.3	0.43	5	1.8	0.5	0.06	2+4	47.1			
15/11/2025	500.0	6.61	1	51.2	41	400	7	0.04	3.83	7.3	0.43	5	1.8	43.6	0.06	2+4	47.2			
16/11/2025	700.0	6.57	1	51.8	28	280	7	0.04	3.83	7.3	0.42	5	1.8	0.01	0.06	2+4	47.1			
16/11/2025	900.0	6.55	1	51.4	32	325	7	0.04	3.83	7.3	0.42	5	1.6	0.01	0.06	2&4	46.9			
16/11/2025	1100.0	6.4	1	51.3	34	330	7	0.04	3.83	7.3	0.43	5	1.7	0.01	0.06	2&4	47.2			
16/11/2025	1300.0	6.33	1	51.3	31	310	7	0.04	3.83	7.3	0.46	5	1.6	0.01	0.06	2+4	47.1			
16/11/2025	1500.0	6.26	1	51.4	30	300	7	0.04	3.6	7.3	0.47	5	1.6	0.01	0.06	2+4	47.2			
16/11/2025	1700.0	6.11	1	50.2	21	224	7	0.05	3.81	7.3	0.47	5	1.5	0.01	0.06	2+4	47.3			
16/11/2025	1900.0	6.06	1	50.8	23	242	7	0.04	3.81	7.3	0.47	5	1.6	0.01	0.06	2+4	47.3			
16/11/2025	2100.0	6.02	1	51.7	18	196	7	0.04	3.82	7.3	0.47	5	1.6	0.01	0.06	2+4	47.2			
16/11/2025	2300.0	6.04	1	51.6	14	154	7	0.04	3.83	7.3	0.47	5	1.8	0.23	0.06	2+4	47.1			
16/11/2025	100.0	5.96	1	51.7	16	166	7	0.04	3.83	7.3	0.47	5	1.9	0.01	0.06	2+4	47.3			
16/11/2025	300.0	5.7	1	51.2	16	166	7	0.05	3.83	7.3	0.47	5	1.7	0.01	0.06	2+4	47.2			
16/11/2025	500.0	5.57	1	51.4	18	196	7	0.05	3.83	7.3	0.47	5	1.8	0.01	0.06	2+4	47.2			
17/11/2025	700.0	5.76	1	51.5	13	127	7	0.06	3.81	7.3	0.47	5	1.8	100.0	0.05	2&4	47.2			
17/11/2025	900.0	5.76	1	51.5	15	172	7	0.06	3.82	7.3	0.47	5	1.8	100.0	0.05	1&3	47.2			
17/11/2025	1100.0	5.66	1	51.2	18	194	7	0.06	3.56	7.3	0.47	5	1.4	0.01	0.05	1&3	47			
17/11/2025	1300.0	5.56	1	51.3	23	240	7	0.05	3.67	7.3	0.57	5	1.2	0.01	0.05	1+3	47.2			
17/11/2025	1500.0	5.54	1	51.3	23	240	7	0.06	3.7	7.3	0.56	5	1.3	0.01	0.05	1+3	47.2			
17/11/2025	1700.0	5.52	1	51.2	20	192	7	0.06	3.8	7.3	0.56	5	1.5	0.01	0.05	1+3	47.1			
17/11/2025	1900.0	5.34	1	51.3	18	184	7	0.06	3.82	7.3	0.55	5	1.5	0.01	0.05	1+3	47			
17/11/2025	2100.0	5.33	1	51.5	18	184	7	0.06	3.82	7.3	0.55	5	1.5	0.01	0.05	1+3	47.1			
17/11/2025	2300.0	5.69	1	50.1	50	498	7	0.1	3.82	7.3	0.57	5	1.6	0.01	0.05	1&3	47.4			
17/11/2025	100.0	6.23	1	50.0	64	580	7	0.06	3.83	7.3	0.55	5	1.6	0.01	0.05	1&3	47.2			
17/11/2025	300.0	6.81	1	50.1	81	755	7	0.06	3.83	7.3	0.52	5	1.7	0.01	0.05	1&3	47.2			
17/11/2025	500.0	7.34	1	55.9	130	1135	7	0.05	3.7	7.3	0.51	5	1.7	0.01	0.05	1&3	47.2			
18/11/2025	700.0	7.33	1	52.9	108	984	7	0.05	3.81	7.3	0.5	5	1.3	0.01	0.05	1&3	47.2			
18/11/2025	900.0	7.31	1	52.5	94	873	7	0.05	3.81	7.3	0.5	5	1.3	0.01	0.05	1&3	47.2			
18/11/2025	1100.0	7.32	1	54.2	88	750	7	0.06	3.85	7.3	0.51	5	1.2	0.01	0.05	1+3	47.2			
18/11/2025	1300.0	7.3	1	53.8	88	750	7	0.05	3.85	7.3	0.53	5	1.1	0.01	0.05	1+3	47.1			
18/11/2025	1500.0	7.34	1	53.5	80	706	7	0.05	3.83	7.3	0.53	5	1.1	0.01	0.05	1+3	47.2			
18/11/2025	1700.0	7.24	1	53.4	76	684	7	0.05	3.79	7.3	0.53	5	1.5	0.01	0.05	1+3	47.1			
18/11/2025	1900.0	7.1	1	53.8	70	562	7	0.05	3.73	7.3	0.53	5	1.6	0.01	0.05	1+3	47.2			
18/11/2025	2100.0	7.18	1	53.7	73	516	7	0.04	3.8	7.3	0.53	5	1.9	0.01	0.05	1+3	47.3			
18/11/2025	2300.0	7.02	1	53.1	65	531	7	0.04	3.83	7.3	0.53	5	1.8	0.01	0.05	1&3	47.1			
